bd,sn,uw,lw,sz,id
8,1.0,9,15,32,18952
72,1.0,5,1,78,18953
1,-1.0,38,11,50,18954
4,-1.0,13,5,22,18955
0,-1.0,23,7,30,18956
13,1.0,6,6,25,18957
19,1.0,8,10,37,18958
31,1.0,9,1,41,18959
33,1.0,5,2,40,18960
9,-1.0,13,5,27,18961
29,-1.0,5,11,45,18962
45,-1.0,0,7,52,18963
7,1.0,1,39,47,18964
16,1.0,39,5,60,18965
37,-1.0,7,6,50,18966
6,-1.0,18,5,29,18967
43,-1.0,6,20,69,18968
24,-1.0,0,36,60,18969
16,1.0,29,5,50,18970
47,-1.0,0,1,48,18971
21,1.0,0,30,51,18972
9,-1.0,9,9,27,18973
13,-1.0,9,7,29,18974
25,-1.0,0,13,38,18975
41,-1.0,5,2,48,18976
10,-1.0,13,31,54,18977
27,1.0,17,7,51,18978
9,-1.0,2,20,31,18979
33,-1.0,2,17,52,18980
0,1.0,1,35,36,18981
8,1.0,20,8,36,18982
18,-1.0,2,15,35,18983
15,1.0,1,16,32,18984
15,1.0,6,14,35,18985
16,1.0,6,25,47,18986
118,-1.0,0,32,150,18987
5,1.0,23,15,43,18988
16,1.0,30,2,48,18989
8,1.0,7,9,24,18990
11,-1.0,28,5,44,18991
14,-1.0,0,22,36,18992
18,1.0,1,18,37,18993
21,-1.0,13,12,46,18994
30,-1.0,3,8,41,18995
78,-1.0,2,29,109,18996
23,1.0,14,0,37,18997
20,-1.0,3,11,34,18998
16,1.0,13,7,36,18999
54,1.0,6,7,67,19000
36,1.0,2,9,47,19001
60,1.0,1,1,62,19002
22,1.0,3,29,54,19003
25,-1.0,17,7,49,19004
41,-1.0,11,2,54,19005
16,-1.0,12,12,40,19006
27,1.0,39,4,70,19007
34,1.0,4,12,50,19008
26,1.0,15,0,41,19009
1,1.0,23,2,26,19010
29,-1.0,6,5,40,19011
20,-1.0,8,0,28,19012
9,1.0,14,17,40,19013
3,-1.0,11,13,27,19014
19,1.0,9,7,35,19015
69,-1.0,0,39,108,19016
57,-1.0,1,3,61,19017
21,-1.0,24,4,49,19018
36,1.0,0,8,44,19019
5,-1.0,5,15,25,19020
12,-1.0,6,3,21,19021
29,1.0,1,12,42,19022
32,1.0,0,19,51,19023
18,-1.0,3,24,45,19024
54,-1.0,2,13,69,19025
16,-1.0,0,34,50,19026
34,1.0,6,28,68,19027
1,-1.0,16,8,25,19028
8,-1.0,7,8,23,19029
18,1.0,15,10,43,19030
44,1.0,1,2,47,19031
33,1.0,0,5,38,19032
0,1.0,12,14,26,19033
34,-1.0,5,3,42,19034
26,1.0,12,8,46,19035
23,1.0,6,5,34,19036
29,-1.0,10,12,51,19037
21,-1.0,11,5,37,19038
9,1.0,19,13,41,19039
1,-1.0,8,20,29,19040
13,1.0,4,13,30,19041
46,1.0,11,2,59,19042
11,1.0,7,13,31,19043
50,-1.0,1,6,57,19044
17,-1.0,15,5,37,19045
8,1.0,9,17,34,19046
8,-1.0,8,8,24,19047
26,1.0,6,9,41,19048
0,0.0,12,3,15,19049
5,1.0,13,15,33,19050
26,1.0,24,3,53,19051
20,1.0,1,8,29,19052
14,1.0,8,9,31,19053
25,-1.0,21,36,82,19054
26,-1.0,10,12,48,19055
21,-1.0,0,23,44,19056
12,-1.0,0,23,35,19057
41,1.0,6,1,48,19058
1,1.0,19,0,20,19059
56,1.0,0,1,57,19060
74,1.0,4,0,78,19061
34,1.0,5,1,40,19062
23,-1.0,9,3,35,19063
2,-1.0,7,30,39,19064
6,-1.0,0,27,33,19065
8,1.0,12,11,31,19066
13,-1.0,10,14,37,19067
29,1.0,5,5,39,19068
14,-1.0,4,9,27,19069
9,-1.0,6,10,25,19070
23,-1.0,1,20,44,19071
0,-1.0,8,9,17,19072
6,1.0,10,10,26,19073
12,1.0,22,2,36,19074
54,1.0,7,0,61,19075
16,-1.0,9,2,27,19076
67,-1.0,2,15,84,19077
41,-1.0,8,7,56,19078
24,1.0,21,5,50,19079
28,-1.0,3,5,36,19080
6,1.0,12,8,26,19081
43,-1.0,3,2,48,19082
12,-1.0,5,24,41,19083
28,-1.0,3,14,45,19084
13,1.0,14,24,51,19085
34,1.0,6,7,47,19086
35,1.0,14,5,54,19087
54,-1.0,3,2,59,19088
34,1.0,0,16,50,19089
4,1.0,6,12,22,19090
0,1.0,10,6,16,19091
32,1.0,13,2,47,19092
15,-1.0,17,12,44,19093
31,-1.0,2,19,52,19094
0,-1.0,27,2,29,19095
37,1.0,11,20,68,19096
0,1.0,6,19,25,19097
32,1.0,2,10,44,19098
6,-1.0,15,6,27,19099
25,-1.0,2,11,38,19100
30,-1.0,3,2,35,19101
20,1.0,9,10,39,19102
1,1.0,19,9,29,19103
23,-1.0,3,16,42,19104
28,1.0,7,7,42,19105
11,-1.0,17,3,31,19106
53,1.0,13,1,67,19107
31,1.0,22,0,53,19108
24,-1.0,4,2,30,19109
31,1.0,6,0,37,19110
2,-1.0,15,2,19,19111
4,-1.0,10,26,40,19112
17,1.0,11,5,33,19113
35,1.0,8,0,43,19114
7,1.0,2,23,32,19115
26,-1.0,17,0,43,19116
3,1.0,3,20,26,19117
72,1.0,2,6,80,19118
0,0.0,4,19,23,19119
48,-1.0,10,18,76,19120
4,1.0,12,40,56,19121
12,-1.0,5,12,29,19122
8,-1.0,17,3,28,19123
0,1.0,14,4,18,19124
22,-1.0,3,19,44,19125
64,-1.0,1,7,72,19126
37,-1.0,17,6,60,19127
17,1.0,17,16,50,19128
20,1.0,25,1,46,19129
14,-1.0,0,24,38,19130
31,-1.0,8,8,47,19131
1,-1.0,26,2,29,19132
18,-1.0,18,32,68,19133
15,1.0,3,15,33,19134
13,1.0,14,3,30,19135
3,1.0,24,1,28,19136
43,-1.0,2,9,54,19137
10,1.0,10,6,26,19138
19,-1.0,0,52,71,19139
19,-1.0,10,15,44,19140
11,-1.0,4,21,36,19141
10,1.0,4,9,23,19142
5,1.0,2,16,23,19143
40,-1.0,14,10,64,19144
7,1.0,2,14,23,19145
8,-1.0,1,13,22,19146
0,1.0,0,9,9,19147
8,-1.0,18,1,27,19148
8,-1.0,6,28,42,19149
12,1.0,6,12,30,19150
0,1.0,3,31,34,19151
41,-1.0,2,20,63,19152
22,1.0,2,18,42,19153
22,1.0,2,17,41,19154
6,1.0,1,14,21,19155
5,1.0,13,6,24,19156
32,1.0,12,15,59,19157
18,-1.0,8,0,26,19158
1,1.0,1,29,31,19159
5,1.0,13,4,22,19160
50,-1.0,3,24,77,19161
6,-1.0,12,10,28,19162
15,1.0,11,32,58,19163
37,1.0,0,12,49,19164
36,1.0,0,7,43,19165
50,-1.0,3,0,53,19166
15,1.0,27,16,58,19167
68,1.0,1,0,69,19168
12,-1.0,24,1,37,19169
9,-1.0,1,22,32,19170
7,-1.0,10,4,21,19171
32,1.0,16,0,48,19172
33,-1.0,20,5,58,19173
0,0.0,2,7,9,19174
25,-1.0,4,5,34,19175
40,-1.0,6,25,71,19176
32,1.0,1,3,36,19177
14,1.0,20,4,38,19178
50,1.0,0,2,52,19179
48,1.0,2,0,50,19180
74,-1.0,19,29,122,19181
35,1.0,0,9,44,19182
1,-1.0,5,20,26,19183
2,-1.0,1,23,26,19184
3,1.0,9,23,35,19185
26,1.0,6,2,34,19186
2,1.0,24,0,26,19187
11,1.0,16,7,34,19188
30,1.0,6,2,38,19189
21,-1.0,0,19,40,19190
71,-1.0,0,18,89,19191
3,1.0,7,21,31,19192
34,-1.0,1,12,47,19193
25,1.0,12,1,38,19194
20,1.0,0,25,45,19195
38,-1.0,4,1,43,19196
17,1.0,6,5,28,19197
21,1.0,9,4,34,19198
10,1.0,18,13,41,19199
16,-1.0,4,12,32,19200
21,1.0,9,8,38,19201
38,1.0,7,20,65,19202
7,1.0,19,4,30,19203
8,1.0,17,0,25,19204
29,1.0,16,1,46,19205
11,-1.0,11,9,31,19206
13,-1.0,15,13,41,19207
30,-1.0,3,3,36,19208
31,1.0,10,6,47,19209
18,1.0,14,5,37,19210
122,-1.0,2,18,142,19211
12,1.0,17,5,34,19212
20,-1.0,8,2,30,19213
17,1.0,14,3,34,19214
25,1.0,13,10,48,19215
17,-1.0,11,4,32,19216
2,1.0,4,19,25,19217
13,1.0,16,4,33,19218
35,1.0,17,0,52,19219
18,1.0,4,10,32,19220
3,1.0,22,10,35,19221
8,1.0,4,22,34,19222
14,1.0,6,8,28,19223
2,1.0,10,8,20,19224
16,1.0,4,8,28,19225
29,-1.0,18,8,55,19226
12,1.0,7,17,36,19227
3,1.0,19,8,30,19228
38,1.0,8,4,50,19229
2,-1.0,5,16,23,19230
7,-1.0,10,7,24,19231
72,-1.0,8,4,84,19232
31,-1.0,3,18,52,19233
13,1.0,18,6,37,19234
1,-1.0,12,12,25,19235
12,-1.0,12,9,33,19236
36,1.0,5,2,43,19237
5,-1.0,1,24,30,19238
19,1.0,16,2,37,19239
6,-1.0,0,19,25,19240
45,1.0,8,5,58,19241
29,-1.0,3,18,50,19242
2,1.0,28,1,31,19243
3,-1.0,13,19,35,19244
0,1.0,8,8,16,19245
1,-1.0,26,7,34,19246
4,1.0,3,23,30,19247
24,1.0,1,11,36,19248
0,-1.0,13,0,13,19249
25,-1.0,5,5,35,19250
1,-1.0,20,3,24,19251
15,1.0,7,5,27,19252
9,-1.0,13,7,29,19253
5,1.0,12,14,31,19254
12,-1.0,7,11,30,19255
9,1.0,4,15,28,19256
35,-1.0,0,7,42,19257
3,1.0,6,25,34,19258
34,-1.0,14,3,51,19259
19,-1.0,4,12,35,19260
41,-1.0,1,14,56,19261
11,-1.0,29,14,54,19262
20,-1.0,2,8,30,19263
28,-1.0,0,18,46,19264
13,1.0,0,24,37,19265
2,1.0,8,17,27,19266
5,-1.0,8,10,23,19267
39,-1.0,1,23,63,19268
28,-1.0,2,12,42,19269
25,1.0,0,37,62,19270
9,-1.0,2,19,30,19271
1,-1.0,0,3,4,19272
68,1.0,13,0,81,19273
18,1.0,8,29,55,19274
25,-1.0,2,7,34,19275
8,-1.0,22,9,39,19276
0,0.0,1,4,5,19277
55,-1.0,4,1,60,19278
9,1.0,11,6,26,19279
0,-1.0,0,7,7,19280
39,-1.0,13,5,57,19281
14,1.0,9,7,30,19282
59,-1.0,20,21,100,19283
47,-1.0,0,14,61,19284
23,-1.0,0,34,57,19285
26,1.0,3,18,47,19286
0,0.0,7,9,16,19287
20,-1.0,10,4,34,19288
39,1.0,11,5,55,19289
24,-1.0,3,12,39,19290
102,1.0,14,0,116,19291
16,1.0,19,0,35,19292
0,1.0,15,5,20,19293
45,-1.0,0,10,55,19294
9,1.0,13,8,30,19295
1,1.0,9,19,29,19296
30,-1.0,4,9,43,19297
36,-1.0,12,3,51,19298
39,1.0,4,0,43,19299
11,-1.0,20,7,38,19300
10,-1.0,15,7,32,19301
22,1.0,16,8,46,19302
2,-1.0,19,10,31,19303
7,-1.0,35,12,54,19304
81,1.0,9,0,90,19305
19,1.0,11,20,50,19306
5,-1.0,16,10,31,19307
68,1.0,7,6,81,19308
21,-1.0,43,10,74,19309
25,-1.0,5,11,41,19310
14,-1.0,21,0,35,19311
27,1.0,5,7,39,19312
2,1.0,46,0,48,19313
25,1.0,6,12,43,19314
11,1.0,20,0,31,19315
16,-1.0,14,11,41,19316
62,1.0,30,0,92,19317
3,-1.0,13,9,25,19318
16,-1.0,15,8,39,19319
18,1.0,1,12,31,19320
7,1.0,15,8,30,19321
24,1.0,5,7,36,19322
32,1.0,0,12,44,19323
85,1.0,1,0,86,19324
2,-1.0,1,0,3,19325
39,-1.0,0,4,43,19326
19,-1.0,14,20,53,19327
44,1.0,4,14,62,19328
0,1.0,3,0,3,19329
51,-1.0,2,2,55,19330
2,-1.0,0,18,20,19331
12,-1.0,12,1,25,19332
55,1.0,0,1,56,19333
17,-1.0,8,13,38,19334
18,1.0,15,24,57,19335
19,1.0,12,9,40,19336
2,-1.0,24,2,28,19337
26,-1.0,13,58,97,19338
47,-1.0,0,9,56,19339
7,-1.0,16,16,39,19340
27,-1.0,9,25,61,19341
4,1.0,24,4,32,19342
7,1.0,12,7,26,19343
33,-1.0,5,2,40,19344
2,-1.0,7,13,22,19345
11,1.0,12,18,41,19346
5,1.0,0,45,50,19347
11,1.0,20,18,49,19348
7,1.0,11,9,27,19349
10,-1.0,8,11,29,19350
27,1.0,5,5,37,19351
35,-1.0,1,8,44,19352
24,1.0,7,5,36,19353
5,-1.0,27,13,45,19354
4,1.0,18,9,31,19355
22,-1.0,4,13,39,19356
62,-1.0,1,0,63,19357
35,-1.0,5,5,45,19358
19,-1.0,1,19,39,19359
40,1.0,2,5,47,19360
9,-1.0,20,48,77,19361
54,1.0,7,8,69,19362
7,-1.0,5,17,29,19363
48,1.0,13,0,61,19364
11,-1.0,20,5,36,19365
17,-1.0,16,1,34,19366
43,-1.0,25,2,70,19367
8,-1.0,4,19,31,19368
6,-1.0,17,6,29,19369
5,-1.0,17,2,24,19370
21,-1.0,19,19,59,19371
39,1.0,4,5,48,19372
30,1.0,26,1,57,19373
20,1.0,12,2,34,19374
24,1.0,0,7,31,19375
0,-1.0,6,15,21,19376
3,1.0,6,17,26,19377
78,-1.0,0,0,78,19378
28,1.0,1,22,51,19379
19,-1.0,12,1,32,19380
3,1.0,12,13,28,19381
12,-1.0,7,10,29,19382
24,-1.0,7,6,37,19383
4,-1.0,0,24,28,19384
9,1.0,1,18,28,19385
16,1.0,1,19,36,19386
47,1.0,0,4,51,19387
3,-1.0,15,20,38,19388
16,1.0,5,16,37,19389
17,-1.0,0,13,30,19390
39,1.0,0,1,40,19391
25,1.0,2,8,35,19392
63,1.0,4,0,67,19393
55,-1.0,3,0,58,19394
21,-1.0,0,12,33,19395
12,1.0,24,12,48,19396
3,1.0,15,7,25,19397
100,-1.0,0,25,125,19398
12,1.0,7,6,25,19399
18,-1.0,8,7,33,19400
3,-1.0,14,9,26,19401
52,1.0,7,0,59,19402
72,-1.0,21,0,93,19403
45,1.0,2,6,53,19404
8,1.0,21,7,36,19405
18,-1.0,9,7,34,19406
27,-1.0,0,25,52,19407
29,-1.0,7,4,40,19408
9,1.0,8,19,36,19409
6,-1.0,18,2,26,19410
11,-1.0,17,7,35,19411
43,1.0,5,0,48,19412
17,-1.0,11,1,29,19413
12,1.0,7,8,27,19414
8,-1.0,17,6,31,19415
7,-1.0,2,29,38,19416
37,1.0,0,6,43,19417
4,-1.0,23,3,30,19418
11,-1.0,8,18,37,19419
94,-1.0,0,28,122,19420
3,-1.0,6,26,35,19421
124,1.0,2,10,136,19422
16,1.0,46,19,81,19423
22,-1.0,6,9,37,19424
118,-1.0,0,22,140,19425
22,1.0,11,25,58,19426
32,1.0,8,11,51,19427
84,1.0,0,0,84,19428
73,-1.0,3,0,76,19429
45,1.0,1,25,71,19430
17,1.0,34,1,52,19431
21,1.0,24,17,62,19432
8,1.0,32,0,40,19433
15,1.0,15,8,38,19434
2,1.0,25,11,38,19435
11,-1.0,7,15,33,19436
12,-1.0,11,18,41,19437
21,1.0,16,5,42,19438
31,-1.0,6,2,39,19439
15,-1.0,16,4,35,19440
75,-1.0,1,15,91,19441
11,-1.0,13,8,32,19442
3,1.0,1,38,42,19443
41,1.0,11,10,62,19444
38,-1.0,14,1,53,19445
8,1.0,3,36,47,19446
18,1.0,19,6,43,19447
17,1.0,13,15,45,19448
7,1.0,12,4,23,19449
13,-1.0,4,9,26,19450
7,-1.0,7,10,24,19451
14,1.0,14,13,41,19452
25,1.0,9,4,38,19453
4,1.0,28,12,44,19454
37,-1.0,5,8,50,19455
7,-1.0,7,18,32,19456
23,1.0,18,11,52,19457
32,1.0,1,1,34,19458
0,0.0,4,25,29,19459
38,1.0,15,5,58,19460
29,-1.0,0,8,37,19461
65,1.0,3,4,72,19462
39,1.0,0,9,48,19463
22,1.0,0,17,39,19464
77,-1.0,4,3,84,19465
31,-1.0,10,5,46,19466
34,1.0,9,1,44,19467
29,1.0,61,0,90,19468
65,1.0,2,2,69,19469
14,1.0,10,9,33,19470
14,-1.0,6,19,39,19471
2,1.0,15,8,25,19472
20,1.0,7,5,32,19473
7,1.0,15,10,32,19474
19,1.0,3,9,31,19475
35,1.0,25,1,61,19476
7,-1.0,14,2,23,19477
34,-1.0,10,3,47,19478
3,1.0,14,4,21,19479
29,-1.0,20,69,118,19480
29,1.0,22,2,53,19481
43,1.0,3,4,50,19482
21,-1.0,9,11,41,19483
24,1.0,11,0,35,19484
9,1.0,7,15,31,19485
2,1.0,8,11,21,19486
6,-1.0,5,17,28,19487
3,-1.0,0,23,26,19488
19,1.0,9,8,36,19489
41,1.0,2,7,50,19490
26,-1.0,6,10,42,19491
32,1.0,9,1,42,19492
9,1.0,14,2,25,19493
28,1.0,35,0,63,19494
23,1.0,9,8,40,19495
20,1.0,8,12,40,19496
9,-1.0,13,2,24,19497
13,-1.0,9,5,27,19498
8,-1.0,10,7,25,19499
19,-1.0,7,8,34,19500
6,1.0,19,1,26,19501
60,1.0,21,4,85,19502
46,1.0,6,2,54,19503
11,1.0,12,5,28,19504
1,1.0,4,31,36,19505
5,1.0,19,6,30,19506
13,-1.0,13,3,29,19507
30,1.0,8,19,57,19508
34,-1.0,15,25,74,19509
25,1.0,7,8,40,19510
5,1.0,19,8,32,19511
21,1.0,21,2,44,19512
9,-1.0,8,9,26,19513
8,1.0,5,12,25,19514
70,-1.0,0,8,78,19515
31,-1.0,1,15,47,19516
9,-1.0,6,19,34,19517
14,1.0,14,2,30,19518
21,1.0,10,3,34,19519
10,-1.0,11,13,34,19520
22,-1.0,1,13,36,19521
66,1.0,12,8,86,19522
15,1.0,7,9,31,19523
67,-1.0,0,5,72,19524
69,1.0,2,6,77,19525
10,-1.0,17,4,31,19526
32,-1.0,4,4,40,19527
58,-1.0,0,44,102,19528
41,-1.0,0,59,100,19529
5,-1.0,19,11,35,19530
39,1.0,10,3,52,19531
19,1.0,40,2,61,19532
1,-1.0,41,4,46,19533
3,-1.0,16,9,28,19534
12,-1.0,5,10,27,19535
21,1.0,2,8,31,19536
53,1.0,13,23,89,19537
122,-1.0,4,17,143,19538
4,-1.0,13,17,34,19539
1,1.0,15,31,47,19540
74,1.0,20,4,98,19541
12,-1.0,1,31,44,19542
26,1.0,0,11,37,19543
3,1.0,21,0,24,19544
12,-1.0,3,25,40,19545
0,1.0,7,18,25,19546
0,1.0,11,13,24,19547
49,-1.0,17,24,90,19548
10,1.0,10,13,33,19549
9,1.0,42,1,52,19550
21,1.0,13,4,38,19551
77,-1.0,20,7,104,19552
14,1.0,16,21,51,19553
16,1.0,8,5,29,19554
25,1.0,9,8,42,19555
22,1.0,9,1,32,19556
1,1.0,23,4,28,19557
6,-1.0,18,1,25,19558
1,-1.0,19,2,22,19559
8,1.0,6,34,48,19560
12,1.0,17,19,48,19561
34,1.0,3,2,39,19562
119,-1.0,0,33,152,19563
2,-1.0,26,8,36,19564
3,1.0,4,32,39,19565
20,1.0,4,8,32,19566
32,1.0,11,2,45,19567
4,-1.0,11,7,22,19568
3,1.0,18,6,27,19569
39,-1.0,15,0,54,19570
57,-1.0,0,11,68,19571
0,1.0,0,29,29,19572
19,-1.0,4,10,33,19573
61,-1.0,0,25,86,19574
32,1.0,33,2,67,19575
28,1.0,26,2,56,19576
57,-1.0,0,20,77,19577
17,1.0,9,18,44,19578
55,1.0,6,3,64,19579
39,1.0,8,10,57,19580
0,-1.0,25,12,37,19581
8,-1.0,22,5,35,19582
5,1.0,9,15,29,19583
1,1.0,11,17,29,19584
15,1.0,11,18,44,19585
31,-1.0,0,8,39,19586
2,-1.0,6,16,24,19587
11,-1.0,13,3,27,19588
0,1.0,20,16,36,19589
0,-1.0,12,11,23,19590
33,-1.0,10,3,46,19591
4,-1.0,6,17,27,19592
35,1.0,12,2,49,19593
44,1.0,26,1,71,19594
1,-1.0,21,3,25,19595
48,-1.0,0,5,53,19596
26,-1.0,0,105,131,19597
3,1.0,27,13,43,19598
17,-1.0,3,12,32,19599
12,1.0,7,7,26,19600
36,-1.0,24,1,61,19601
14,-1.0,11,4,29,19602
0,1.0,10,10,20,19603
59,-1.0,5,0,64,19604
23,-1.0,18,10,51,19605
22,-1.0,8,12,42,19606
61,-1.0,1,10,72,19607
30,1.0,1,26,57,19608
7,-1.0,1,26,34,19609
64,-1.0,8,9,81,19610
28,1.0,6,8,42,19611
1,-1.0,6,16,23,19612
53,-1.0,0,22,75,19613
0,1.0,17,10,27,19614
4,1.0,12,14,30,19615
15,1.0,13,5,33,19616
24,-1.0,3,20,47,19617
25,1.0,3,8,36,19618
4,-1.0,2,17,23,19619
14,-1.0,5,18,37,19620
57,-1.0,0,2,59,19621
10,1.0,10,18,38,19622
7,-1.0,16,8,31,19623
23,-1.0,11,13,47,19624
9,-1.0,3,25,37,19625
20,1.0,1,17,38,19626
3,-1.0,15,42,60,19627
34,-1.0,7,10,51,19628
49,-1.0,0,85,134,19629
27,-1.0,17,16,60,19630
6,1.0,9,39,54,19631
41,-1.0,20,1,62,19632
51,-1.0,3,7,61,19633
9,1.0,36,21,66,19634
5,1.0,7,24,36,19635
4,-1.0,0,39,43,19636
50,1.0,1,25,76,19637
8,-1.0,24,4,36,19638
23,1.0,7,17,47,19639
2,-1.0,16,22,40,19640
16,1.0,23,11,50,19641
10,-1.0,28,7,45,19642
18,1.0,15,5,38,19643
7,-1.0,11,18,36,19644
11,-1.0,18,0,29,19645
11,1.0,16,4,31,19646
14,-1.0,13,4,31,19647
13,1.0,14,0,27,19648
36,-1.0,0,24,60,19649
32,-1.0,9,9,50,19650
15,-1.0,1,35,51,19651
15,1.0,4,23,42,19652
58,1.0,2,3,63,19653
3,1.0,8,23,34,19654
10,-1.0,2,22,34,19655
4,1.0,16,34,54,19656
3,1.0,15,28,46,19657
12,1.0,4,14,30,19658
44,-1.0,1,21,66,19659
25,-1.0,3,21,49,19660
9,-1.0,15,22,46,19661
16,1.0,8,9,33,19662
25,1.0,16,15,56,19663
53,-1.0,13,0,66,19664
11,-1.0,15,11,37,19665
3,1.0,5,43,51,19666
43,-1.0,0,14,57,19667
35,1.0,5,11,51,19668
51,1.0,9,1,61,19669
29,-1.0,4,15,48,19670
22,1.0,15,5,42,19671
53,-1.0,117,0,170,19672
8,1.0,52,63,123,19673
63,-1.0,15,51,129,19674
18,1.0,9,22,49,19675
16,1.0,6,19,41,19676
45,1.0,1,3,49,19677
15,1.0,26,1,42,19678
49,-1.0,2,4,55,19679
17,-1.0,18,16,51,19680
36,-1.0,2,7,45,19681
32,-1.0,6,9,47,19682
28,1.0,11,3,42,19683
23,-1.0,2,18,43,19684
10,-1.0,12,12,34,19685
31,1.0,3,8,42,19686
11,1.0,5,7,23,19687
15,1.0,6,16,37,19688
18,-1.0,13,2,33,19689
10,-1.0,4,16,30,19690
14,-1.0,11,7,32,19691
4,1.0,7,10,21,19692
32,1.0,17,1,50,19693
16,1.0,30,1,47,19694
6,1.0,18,6,30,19695
24,-1.0,11,4,39,19696
54,1.0,1,1,56,19697
32,-1.0,4,3,39,19698
49,-1.0,12,0,61,19699
19,-1.0,33,1,53,19700
2,1.0,28,41,71,19701
47,-1.0,16,5,68,19702
83,-1.0,18,0,101,19703
12,1.0,0,58,70,19704
22,-1.0,21,7,50,19705
53,-1.0,0,27,80,19706
244,-1.0,0,0,244,19707
95,-1.0,38,0,133,19708
149,-1.0,13,24,186,19709
197,1.0,0,33,230,19710
20,-1.0,43,2,65,19711
171,1.0,16,0,187,19712
12,1.0,42,0,54,19713
10,-1.0,22,32,64,19714
62,-1.0,25,0,87,19715
20,1.0,32,15,67,19716
78,1.0,12,0,90,19717
55,-1.0,1,10,66,19718
25,-1.0,22,3,50,19719
9,1.0,25,10,44,19720
18,-1.0,31,2,51,19721
43,-1.0,16,47,106,19722
48,-1.0,1,30,79,19723
21,1.0,24,1,46,19724
35,-1.0,24,3,62,19725
65,-1.0,2,29,96,19726
16,1.0,28,12,56,19727
58,-1.0,0,6,64,19728
16,1.0,16,32,64,19729
82,1.0,1,7,90,19730
19,1.0,33,18,70,19731
53,-1.0,12,7,72,19732
17,-1.0,7,18,42,19733
32,1.0,17,5,54,19734
15,-1.0,6,12,33,19735
32,-1.0,11,18,61,19736
14,1.0,11,12,37,19737
77,-1.0,2,3,82,19738
21,-1.0,24,0,45,19739
14,1.0,1,42,57,19740
14,1.0,29,2,45,19741
0,-1.0,14,14,28,19742
8,1.0,19,1,28,19743
39,1.0,3,0,42,19744
49,1.0,18,0,67,19745
4,1.0,17,17,38,19746
21,-1.0,10,45,76,19747
58,1.0,14,13,85,19748
5,-1.0,14,25,44,19749
2,1.0,18,13,33,19750
92,-1.0,3,0,95,19751
54,-1.0,13,16,83,19752
24,1.0,30,2,56,19753
60,1.0,11,8,79,19754
11,-1.0,9,16,36,19755
9,-1.0,1,21,31,19756
80,1.0,0,2,82,19757
54,1.0,9,11,74,19758
17,-1.0,13,21,51,19759
37,1.0,0,11,48,19760
24,1.0,12,20,56,19761
39,-1.0,7,12,58,19762
4,-1.0,1,71,76,19763
22,-1.0,0,19,41,19764
53,1.0,9,0,62,19765
10,-1.0,33,12,55,19766
65,1.0,0,6,71,19767
32,1.0,32,4,68,19768
32,-1.0,21,1,54,19769
2,-1.0,22,24,48,19770
83,-1.0,0,15,98,19771
48,1.0,0,9,57,19772
62,1.0,0,7,69,19773
8,-1.0,9,13,30,19774
18,1.0,0,33,51,19775
122,-1.0,6,0,128,19776
47,-1.0,1,11,59,19777
66,1.0,1,1,68,19778
71,-1.0,8,12,91,19779
28,1.0,19,14,61,19780
48,1.0,2,7,57,19781
5,1.0,9,26,40,19782
10,1.0,11,24,45,19783
6,1.0,14,16,36,19784
25,1.0,8,16,49,19785
14,1.0,1,15,30,19786
28,-1.0,9,7,44,19787
13,-1.0,5,16,34,19788
48,-1.0,8,2,58,19789
0,1.0,28,6,34,19790
52,1.0,2,1,55,19791
8,-1.0,26,1,35,19792
87,-1.0,1,5,93,19793
32,-1.0,3,54,89,19794
11,1.0,6,25,42,19795
76,-1.0,2,23,101,19796
15,-1.0,5,10,30,19797
36,1.0,7,8,51,19798
75,-1.0,25,0,100,19799
39,-1.0,0,5,44,19800
18,-1.0,22,4,44,19801
59,-1.0,2,32,93,19802
70,1.0,26,27,123,19803
61,-1.0,0,17,78,19804
29,1.0,4,13,46,19805
40,1.0,4,19,63,19806
15,1.0,32,4,51,19807
1,1.0,21,14,36,19808
14,-1.0,12,22,48,19809
44,-1.0,11,4,59,19810
99,1.0,9,7,115,19811
75,1.0,4,0,79,19812
34,1.0,60,1,95,19813
25,1.0,44,1,70,19814
12,-1.0,35,0,47,19815
26,1.0,63,0,89,19816
55,-1.0,20,0,75,19817
10,-1.0,9,24,43,19818
51,1.0,2,35,88,19819
13,-1.0,15,10,38,19820
31,-1.0,1,5,37,19821
8,1.0,16,7,31,19822
51,-1.0,5,20,76,19823
12,1.0,6,29,47,19824
22,1.0,12,13,47,19825
3,-1.0,3,25,31,19826
34,1.0,7,1,42,19827
13,-1.0,3,19,35,19828
52,1.0,4,13,69,19829
82,1.0,0,6,88,19830
25,-1.0,17,3,45,19831
13,-1.0,21,11,45,19832
17,-1.0,0,28,45,19833
43,1.0,1,2,46,19834
8,1.0,27,0,35,19835
28,1.0,1,17,46,19836
7,-1.0,2,38,47,19837
17,1.0,0,13,30,19838
7,1.0,26,1,34,19839
0,-1.0,8,12,20,19840
79,-1.0,2,0,81,19841
35,-1.0,17,13,65,19842
41,1.0,1,30,72,19843
16,-1.0,23,18,57,19844
9,-1.0,23,5,37,19845
13,1.0,15,23,51,19846
21,1.0,23,8,52,19847
22,1.0,4,9,35,19848
62,-1.0,0,7,69,19849
64,1.0,3,12,79,19850
33,1.0,12,20,65,19851
37,-1.0,3,2,42,19852
12,1.0,0,38,50,19853
