bd,sn,uw,lw,sz,id
35,-1.0,7,14,56,19854
43,-1.0,0,4,47,19855
22,-1.0,29,152,203,19856
42,1.0,35,42,119,19857
110,1.0,39,4,153,19858
55,1.0,3,13,71,19859
12,1.0,1,37,50,19860
35,-1.0,1,21,57,19861
3,1.0,32,6,41,19862
7,-1.0,13,18,38,19863
45,1.0,37,8,90,19864
0,-1.0,42,5,47,19865
58,-1.0,0,2,60,19866
7,1.0,9,38,54,19867
5,-1.0,24,15,44,19868
65,-1.0,7,0,72,19869
15,1.0,3,11,29,19870
1,-1.0,22,15,38,19871
20,-1.0,4,21,45,19872
48,1.0,8,1,57,19873
36,-1.0,8,10,54,19874
5,1.0,4,22,31,19875
4,-1.0,5,20,29,19876
32,1.0,18,3,53,19877
11,1.0,13,6,30,19878
68,1.0,18,0,86,19879
35,1.0,25,4,64,19880
11,1.0,34,0,45,19881
13,-1.0,18,5,36,19882
19,-1.0,13,1,33,19883
9,1.0,11,33,53,19884
12,1.0,6,14,32,19885
14,-1.0,3,22,39,19886
21,1.0,13,13,47,19887
91,1.0,22,4,117,19888
77,-1.0,10,10,97,19889
38,-1.0,5,10,53,19890
14,-1.0,20,18,52,19891
18,1.0,7,18,43,19892
10,1.0,47,0,57,19893
33,1.0,11,4,48,19894
6,-1.0,45,14,65,19895
19,1.0,14,0,33,19896
41,1.0,6,11,58,19897
69,-1.0,1,3,73,19898
151,-1.0,0,35,186,19899
5,-1.0,16,12,33,19900
10,-1.0,36,12,58,19901
88,-1.0,0,9,97,19902
4,1.0,15,7,26,19903
100,-1.0,0,8,108,19904
47,1.0,16,3,66,19905
20,-1.0,3,17,40,19906
27,-1.0,6,19,52,19907
17,1.0,12,11,40,19908
18,1.0,22,5,45,19909
33,1.0,4,8,45,19910
33,-1.0,4,8,45,19911
8,-1.0,8,14,30,19912
5,-1.0,22,8,35,19913
16,-1.0,9,13,38,19914
60,-1.0,0,1,61,19915
7,1.0,1,54,62,19916
12,-1.0,8,11,31,19917
4,1.0,2,21,27,19918
8,1.0,9,10,27,19919
17,1.0,1,23,41,19920
5,1.0,1,23,29,19921
27,-1.0,6,6,39,19922
8,1.0,27,3,38,19923
8,-1.0,27,2,37,19924
58,-1.0,16,2,76,19925
5,-1.0,12,11,28,19926
106,-1.0,0,0,106,19927
30,-1.0,41,8,79,19928
34,-1.0,1,181,216,19929
49,-1.0,44,6,99,19930
129,-1.0,14,43,186,19931
28,-1.0,30,55,113,19932
23,-1.0,50,10,83,19933
49,1.0,17,5,71,19934
124,-1.0,29,32,185,19935
55,1.0,6,24,85,19936
26,1.0,12,34,72,19937
6,-1.0,14,23,43,19938
62,1.0,1,19,82,19939
26,1.0,49,5,80,19940
2,1.0,43,0,45,19941
38,1.0,0,47,85,19942
14,-1.0,43,24,81,19943
51,1.0,0,6,57,19944
26,1.0,25,22,73,19945
51,-1.0,19,21,91,19946
44,1.0,64,1,109,19947
39,1.0,3,6,48,19948
15,-1.0,30,12,57,19949
7,1.0,25,16,48,19950
9,-1.0,14,39,62,19951
1,-1.0,59,16,76,19952
107,-1.0,0,23,130,19953
52,1.0,20,19,91,19954
81,-1.0,2,1,84,19955
18,-1.0,5,39,62,19956
54,1.0,24,7,85,19957
303,1.0,0,0,303,19958
92,1.0,10,22,124,19959
47,1.0,16,60,123,19960
96,-1.0,6,9,111,19961
9,1.0,54,0,63,19962
69,-1.0,2,4,75,19963
4,1.0,40,70,114,19964
10,-1.0,0,43,53,19965
59,-1.0,1,5,65,19966
30,1.0,14,23,67,19967
64,-1.0,45,0,109,19968
4,1.0,20,38,62,19969
51,-1.0,19,8,78,19970
5,1.0,26,35,66,19971
39,1.0,25,11,75,19972
28,-1.0,0,35,63,19973
58,-1.0,0,7,65,19974
4,-1.0,20,15,39,19975
54,1.0,1,24,79,19976
6,1.0,15,17,38,19977
48,1.0,17,0,65,19978
26,1.0,9,23,58,19979
2,-1.0,19,25,46,19980
67,-1.0,5,10,82,19981
7,1.0,11,24,42,19982
22,-1.0,16,2,40,19983
44,1.0,37,0,81,19984
9,1.0,22,7,38,19985
65,1.0,18,2,85,19986
22,1.0,11,1,34,19987
53,-1.0,8,14,75,19988
37,1.0,6,8,51,19989
55,-1.0,5,15,75,19990
9,1.0,21,14,44,19991
4,-1.0,37,10,51,19992
35,1.0,54,0,89,19993
36,-1.0,3,11,50,19994
47,1.0,5,3,55,19995
20,-1.0,9,5,34,19996
60,-1.0,11,1,72,19997
117,1.0,0,2,119,19998
19,-1.0,36,0,55,19999
22,-1.0,20,0,42,20000
2,-1.0,31,9,42,20001
17,-1.0,2,32,51,20002
16,-1.0,22,1,39,20003
36,1.0,22,0,58,20004
21,-1.0,22,6,49,20005
52,-1.0,8,7,67,20006
57,-1.0,22,18,97,20007
18,-1.0,0,35,53,20008
19,1.0,12,49,80,20009
50,-1.0,2,16,68,20010
58,1.0,5,39,102,20011
19,1.0,22,26,67,20012
35,1.0,18,15,68,20013
25,-1.0,11,14,50,20014
14,-1.0,8,34,56,20015
17,1.0,14,14,45,20016
8,-1.0,29,2,39,20017
20,1.0,9,40,69,20018
38,-1.0,0,35,73,20019
19,-1.0,10,17,46,20020
16,-1.0,25,8,49,20021
37,-1.0,0,186,223,20022
140,-1.0,0,12,152,20023
6,1.0,69,22,97,20024
64,1.0,13,3,80,20025
20,-1.0,24,12,56,20026
57,-1.0,0,17,74,20027
12,1.0,33,7,52,20028
66,-1.0,4,6,76,20029
75,-1.0,0,9,84,20030
64,1.0,20,33,117,20031
48,-1.0,0,6,54,20032
22,1.0,6,16,44,20033
6,-1.0,32,6,44,20034
37,-1.0,20,17,74,20035
37,-1.0,4,17,58,20036
55,-1.0,9,39,103,20037
120,-1.0,0,18,138,20038
101,-1.0,15,50,166,20039
172,-1.0,3,0,175,20040
61,1.0,5,55,121,20041
86,1.0,14,18,118,20042
2,-1.0,52,44,98,20043
10,1.0,12,65,87,20044
15,1.0,4,41,60,20045
24,1.0,78,1,103,20046
119,-1.0,4,10,133,20047
16,-1.0,62,1,79,20048
44,1.0,16,3,63,20049
32,-1.0,35,15,82,20050
14,1.0,17,8,39,20051
48,1.0,34,10,92,20052
32,-1.0,9,21,62,20053
16,1.0,4,16,36,20054
154,1.0,5,0,159,20055
23,1.0,114,20,157,20056
54,1.0,5,12,71,20057
54,-1.0,16,32,102,20058
49,-1.0,7,34,90,20059
55,1.0,10,31,96,20060
23,1.0,19,33,75,20061
13,-1.0,32,18,63,20062
62,-1.0,4,4,70,20063
14,-1.0,49,5,68,20064
15,1.0,48,15,78,20065
18,1.0,9,13,40,20066
21,-1.0,25,3,49,20067
17,-1.0,24,32,73,20068
45,1.0,7,18,70,20069
63,1.0,26,15,104,20070
47,1.0,8,17,72,20071
1,-1.0,34,26,61,20072
95,-1.0,0,5,100,20073
10,-1.0,37,10,57,20074
88,-1.0,0,33,121,20075
36,-1.0,51,0,87,20076
34,1.0,10,4,48,20077
122,-1.0,1,21,144,20078
19,1.0,22,29,70,20079
215,-1.0,6,57,278,20080
162,-1.0,64,8,234,20081
104,1.0,9,49,162,20082
9,-1.0,29,65,103,20083
40,1.0,10,17,67,20084
111,-1.0,4,3,118,20085
45,1.0,13,41,99,20086
89,1.0,3,11,103,20087
72,-1.0,8,17,97,20088
57,1.0,9,11,77,20089
109,1.0,0,3,112,20090
11,-1.0,33,25,69,20091
160,-1.0,0,97,257,20092
159,-1.0,0,65,224,20093
48,-1.0,92,16,156,20094
222,-1.0,14,0,236,20095
146,1.0,29,0,175,20096
113,1.0,10,97,220,20097
48,1.0,56,64,168,20098
13,1.0,109,18,140,20099
162,1.0,57,3,222,20100
144,-1.0,10,53,207,20101
131,1.0,0,10,141,20102
21,-1.0,40,54,115,20103
24,-1.0,26,18,68,20104
64,1.0,21,30,115,20105
77,-1.0,45,3,125,20106
51,1.0,15,5,71,20107
90,-1.0,4,23,117,20108
38,1.0,33,16,87,20109
88,1.0,0,2,90,20110
120,1.0,14,15,149,20111
33,-1.0,51,60,144,20112
80,-1.0,1,2,83,20113
4,1.0,60,7,71,20114
17,-1.0,2,73,92,20115
43,-1.0,82,21,146,20116
23,-1.0,26,14,63,20117
23,-1.0,0,62,85,20118
48,-1.0,22,38,108,20119
49,-1.0,23,11,83,20120
4,1.0,21,22,47,20121
46,-1.0,0,29,75,20122
46,1.0,60,2,108,20123
23,-1.0,43,5,71,20124
39,-1.0,29,58,126,20125
3,1.0,21,34,58,20126
9,-1.0,38,14,61,20127
37,1.0,8,19,64,20128
104,-1.0,10,7,121,20129
18,-1.0,29,22,69,20130
71,-1.0,26,0,97,20131
231,1.0,30,5,266,20132
46,-1.0,15,38,99,20133
25,1.0,39,49,113,20134
82,-1.0,25,33,140,20135
34,1.0,22,40,96,20136
23,1.0,0,38,61,20137
81,-1.0,1,0,82,20138
40,1.0,43,8,91,20139
43,1.0,0,61,104,20140
33,-1.0,0,24,57,20141
49,1.0,18,8,75,20142
31,-1.0,27,4,62,20143
56,-1.0,27,12,95,20144
33,-1.0,18,16,67,20145
79,-1.0,13,8,100,20146
38,1.0,18,4,60,20147
98,-1.0,56,4,158,20148
19,-1.0,33,24,76,20149
90,-1.0,0,29,119,20150
145,-1.0,27,5,177,20151
6,-1.0,69,28,103,20152
101,-1.0,16,36,153,20153
238,1.0,15,0,253,20154
145,-1.0,3,19,167,20155
56,1.0,92,1,149,20156
15,1.0,29,31,75,20157
54,1.0,13,70,137,20158
10,-1.0,7,51,68,20159
269,-1.0,0,0,269,20160
79,1.0,24,60,163,20161
2,-1.0,16,50,68,20162
118,-1.0,7,10,135,20163
45,1.0,2,24,71,20164
35,1.0,6,26,67,20165
22,-1.0,6,16,44,20166
561,-1.0,17,29,607,20167
118,-1.0,123,108,349,20168
121,1.0,18,89,228,20169
234,1.0,192,2,428,20170
229,1.0,11,6,246,20171
2,1.0,97,117,216,20172
19,-1.0,73,44,136,20173
253,1.0,0,4,257,20174
39,-1.0,22,91,152,20175
105,-1.0,78,38,221,20176
28,1.0,35,75,138,20177
51,1.0,55,2,108,20178
11,-1.0,34,43,88,20179
26,1.0,7,64,97,20180
128,1.0,6,3,137,20181
66,-1.0,36,30,132,20182
21,1.0,11,59,91,20183
29,-1.0,34,30,93,20184
40,1.0,12,73,125,20185
9,1.0,1,46,56,20186
122,-1.0,33,1,156,20187
94,-1.0,3,35,132,20188
75,-1.0,52,36,163,20189
5,1.0,60,54,119,20190
73,-1.0,56,9,138,20191
37,1.0,24,2,63,20192
63,-1.0,0,12,75,20193
8,1.0,16,131,155,20194
27,-1.0,3,64,94,20195
58,1.0,25,14,97,20196
125,1.0,7,0,132,20197
48,-1.0,4,14,66,20198
66,1.0,0,38,104,20199
54,-1.0,28,4,86,20200
7,1.0,43,0,50,20201
25,-1.0,9,12,46,20202
48,1.0,9,2,59,20203
51,-1.0,20,3,74,20204
29,1.0,19,0,48,20205
64,1.0,13,0,77,20206
28,-1.0,10,9,47,20207
69,-1.0,2,19,90,20208
6,1.0,25,18,49,20209
41,-1.0,9,14,64,20210
36,1.0,47,5,88,20211
70,1.0,0,22,92,20212
83,1.0,36,4,123,20213
40,-1.0,55,5,100,20214
8,1.0,11,29,48,20215
6,-1.0,34,8,48,20216
74,-1.0,4,74,152,20217
72,-1.0,9,2,83,20218
110,-1.0,16,20,146,20219
3,1.0,51,42,96,20220
19,1.0,14,30,63,20221
32,-1.0,14,12,58,20222
92,-1.0,2,9,103,20223
59,1.0,26,62,147,20224
45,-1.0,24,19,88,20225
109,-1.0,1,11,121,20226
56,1.0,21,58,135,20227
103,1.0,16,96,215,20228
125,-1.0,38,6,169,20229
5,-1.0,53,14,72,20230
25,-1.0,16,37,78,20231
71,-1.0,8,16,95,20232
179,-1.0,0,0,179,20233
67,-1.0,0,162,229,20234
267,-1.0,0,16,283,20235
59,-1.0,30,37,126,20236
89,1.0,6,28,123,20237
64,-1.0,15,7,86,20238
67,1.0,20,9,96,20239
132,-1.0,108,23,263,20240
112,-1.0,17,40,169,20241
22,-1.0,139,0,161,20242
86,-1.0,35,28,149,20243
14,-1.0,99,29,142,20244
13,1.0,99,16,128,20245
102,-1.0,0,13,115,20246
19,-1.0,44,55,118,20247
192,-1.0,19,0,211,20248
70,1.0,34,39,143,20249
73,-1.0,68,5,146,20250
20,-1.0,59,5,84,20251
30,1.0,16,60,106,20252
207,1.0,14,0,221,20253
22,-1.0,66,33,121,20254
77,-1.0,13,15,105,20255
115,1.0,8,4,127,20256
119,-1.0,55,8,182,20257
36,-1.0,17,74,127,20258
55,-1.0,17,4,76,20259
10,-1.0,21,81,112,20260
70,-1.0,0,17,87,20261
59,-1.0,31,0,90,20262
3,-1.0,33,35,71,20263
77,1.0,17,9,103,20264
54,-1.0,61,9,124,20265
86,-1.0,25,19,130,20266
64,-1.0,0,37,101,20267
96,-1.0,3,3,102,20268
7,-1.0,46,29,82,20269
9,-1.0,76,24,109,20270
18,1.0,13,67,98,20271
36,-1.0,52,12,100,20272
87,-1.0,17,8,112,20273
98,-1.0,0,44,142,20274
184,1.0,29,4,217,20275
128,-1.0,20,16,164,20276
26,1.0,68,0,94,20277
129,-1.0,8,6,143,20278
16,-1.0,36,51,103,20279
40,1.0,43,9,92,20280
8,1.0,51,27,86,20281
87,-1.0,0,37,124,20282
101,-1.0,1,11,113,20283
48,-1.0,0,43,91,20284
214,1.0,17,2,233,20285
63,-1.0,9,21,93,20286
92,-1.0,69,6,167,20287
13,-1.0,85,8,106,20288
112,1.0,8,2,122,20289
15,1.0,8,96,119,20290
3,-1.0,8,52,63,20291
63,1.0,81,0,144,20292
72,-1.0,7,41,120,20293
35,1.0,32,11,78,20294
171,-1.0,9,3,183,20295
3,1.0,62,64,129,20296
13,1.0,34,39,86,20297
116,-1.0,0,31,147,20298
125,1.0,15,4,144,20299
100,1.0,35,39,174,20300
103,-1.0,27,5,135,20301
8,-1.0,62,12,82,20302
6,-1.0,42,39,87,20303
53,1.0,0,44,97,20304
16,-1.0,24,34,74,20305
143,-1.0,2,3,148,20306
70,-1.0,34,0,104,20307
193,-1.0,3,51,247,20308
72,-1.0,46,29,147,20309
92,1.0,30,21,143,20310
55,1.0,15,59,129,20311
177,1.0,0,7,184,20312
16,1.0,21,42,79,20313
284,-1.0,35,79,398,20314
269,-1.0,0,34,303,20315
234,1.0,24,101,359,20316
14,-1.0,21,90,125,20317
67,1.0,6,119,192,20318
19,1.0,4,75,98,20319
57,-1.0,89,32,178,20320
52,-1.0,10,51,113,20321
29,1.0,84,0,113,20322
50,1.0,13,0,63,20323
82,1.0,37,30,149,20324
105,1.0,166,0,271,20325
113,-1.0,82,5,200,20326
19,-1.0,63,16,98,20327
15,-1.0,39,23,77,20328
78,1.0,70,27,175,20329
6,-1.0,0,64,70,20330
60,-1.0,10,4,74,20331
74,1.0,45,2,121,20332
18,1.0,14,52,84,20333
105,1.0,10,13,128,20334
200,1.0,5,0,205,20335
95,1.0,276,0,371,20336
649,1.0,0,1,650,20337
403,-1.0,69,66,538,20338
9,-1.0,51,170,230,20339
31,-1.0,30,57,118,20340
265,1.0,0,77,342,20341
19,-1.0,90,41,150,20342
96,-1.0,13,41,150,20343
117,-1.0,79,15,211,20344
75,1.0,77,0,152,20345
173,-1.0,0,95,268,20346
200,-1.0,5,24,229,20347
100,1.0,49,28,177,20348
8,-1.0,86,29,123,20349
25,1.0,101,6,132,20350
133,1.0,41,17,191,20351
50,1.0,62,16,128,20352
64,-1.0,27,29,120,20353
86,-1.0,28,82,196,20354
8,1.0,85,18,111,20355
22,1.0,95,3,120,20356
193,1.0,0,1,194,20357
5,-1.0,46,66,117,20358
100,1.0,56,1,157,20359
231,1.0,22,17,270,20360
240,-1.0,0,0,240,20361
193,-1.0,3,28,224,20362
87,1.0,105,0,192,20363
45,1.0,24,44,113,20364
71,1.0,69,65,205,20365
79,-1.0,0,84,163,20366
78,-1.0,52,13,143,20367
156,1.0,12,0,168,20368
249,1.0,28,8,285,20369
229,1.0,77,0,306,20370
92,1.0,9,99,200,20371
107,-1.0,102,2,211,20372
229,1.0,70,0,299,20373
123,-1.0,6,89,218,20374
29,-1.0,78,13,120,20375
186,-1.0,27,65,278,20376
253,-1.0,2,35,290,20377
53,1.0,49,40,142,20378
4,1.0,11,134,149,20379
30,1.0,155,46,231,20380
1,-1.0,128,17,146,20381
188,-1.0,63,0,251,20382
66,1.0,23,103,192,20383
72,-1.0,0,92,164,20384
132,-1.0,12,12,156,20385
118,-1.0,2,21,141,20386
125,1.0,1,9,135,20387
18,1.0,13,82,113,20388
259,1.0,77,160,496,20389
198,1.0,59,0,257,20390
407,-1.0,0,0,407,20391
236,-1.0,77,9,322,20392
159,1.0,11,66,236,20393
29,-1.0,125,66,220,20394
15,1.0,102,104,221,20395
37,1.0,51,32,120,20396
222,1.0,8,0,230,20397
48,1.0,8,138,194,20398
57,1.0,107,0,164,20399
2,1.0,81,80,163,20400
42,-1.0,30,46,118,20401
78,-1.0,69,11,158,20402
112,1.0,33,0,145,20403
83,1.0,62,1,146,20404
89,-1.0,7,93,189,20405
125,-1.0,2,0,127,20406
59,1.0,16,21,96,20407
33,1.0,36,42,111,20408
8,1.0,62,12,82,20409
3,1.0,31,18,52,20410
79,1.0,25,31,135,20411
78,-1.0,0,11,89,20412
77,1.0,74,1,152,20413
3,1.0,68,36,107,20414
154,1.0,0,17,171,20415
33,1.0,14,89,136,20416
35,1.0,74,6,115,20417
111,1.0,17,39,167,20418
18,-1.0,62,15,95,20419
76,-1.0,14,32,122,20420
104,1.0,15,2,121,20421
110,1.0,51,0,161,20422
97,1.0,13,27,137,20423
122,1.0,11,12,145,20424
189,1.0,31,1,221,20425
11,1.0,10,105,126,20426
112,1.0,0,111,223,20427
148,-1.0,45,27,220,20428
102,-1.0,16,54,172,20429
88,1.0,17,15,120,20430
82,1.0,39,1,122,20431
110,1.0,9,59,178,20432
45,1.0,51,42,138,20433
75,-1.0,16,36,127,20434
4,-1.0,80,72,156,20435
56,1.0,4,8,68,20436
28,-1.0,74,20,122,20437
75,1.0,10,23,108,20438
243,1.0,7,13,263,20439
89,-1.0,22,0,111,20440
141,1.0,59,7,207,20441
127,-1.0,28,81,236,20442
400,-1.0,0,55,455,20443
117,-1.0,116,68,301,20444
137,-1.0,0,12,149,20445
260,-1.0,57,0,317,20446
108,1.0,128,20,256,20447
173,-1.0,60,1,234,20448
208,1.0,66,8,282,20449
303,1.0,0,9,312,20450
156,-1.0,26,89,271,20451
34,-1.0,86,0,120,20452
121,1.0,7,93,221,20453
270,1.0,23,2,295,20454
160,-1.0,74,0,234,20455
22,1.0,56,42,120,20456
164,1.0,2,0,166,20457
71,-1.0,0,48,119,20458
41,1.0,11,48,100,20459
158,1.0,0,18,176,20460
139,-1.0,0,0,139,20461
0,1.0,37,82,119,20462
449,1.0,164,0,613,20463
377,-1.0,26,26,429,20464
194,-1.0,233,18,445,20465
388,-1.0,10,0,398,20466
83,1.0,90,134,307,20467
151,-1.0,145,6,302,20468
7,-1.0,103,9,119,20469
93,-1.0,2,170,265,20470
105,1.0,101,23,229,20471
257,-1.0,8,15,280,20472
96,1.0,17,82,195,20473
49,-1.0,7,66,122,20474
171,-1.0,3,0,174,20475
29,-1.0,43,62,134,20476
103,1.0,0,102,205,20477
149,1.0,0,102,251,20478
213,1.0,14,107,334,20479
140,-1.0,30,64,234,20480
175,1.0,27,12,214,20481
169,1.0,10,14,193,20482
206,-1.0,5,79,290,20483
14,-1.0,106,67,187,20484
13,-1.0,69,32,114,20485
83,1.0,63,5,151,20486
167,1.0,55,3,225,20487
37,1.0,29,81,147,20488
68,-1.0,13,44,125,20489
44,1.0,32,30,106,20490
134,1.0,0,14,148,20491
21,-1.0,40,64,125,20492
82,1.0,43,5,130,20493
135,-1.0,26,0,161,20494
101,-1.0,23,44,168,20495
35,-1.0,37,77,149,20496
162,1.0,11,6,179,20497
67,-1.0,4,75,146,20498
63,-1.0,99,8,170,20499
159,1.0,0,47,206,20500
34,1.0,3,68,105,20501
70,-1.0,45,15,130,20502
191,1.0,3,0,194,20503
73,1.0,35,13,121,20504
87,-1.0,9,35,131,20505
33,1.0,78,0,111,20506
27,1.0,38,16,81,20507
27,-1.0,44,16,87,20508
60,1.0,82,0,142,20509
19,1.0,17,49,85,20510
49,1.0,46,9,104,20511
27,1.0,51,47,125,20512
106,1.0,6,5,117,20513
50,1.0,38,28,116,20514
68,-1.0,6,84,158,20515
108,1.0,6,51,165,20516
171,-1.0,37,18,226,20517
132,-1.0,0,102,234,20518
111,1.0,41,47,199,20519
17,-1.0,92,16,125,20520
13,-1.0,106,31,150,20521
17,-1.0,61,71,149,20522
57,-1.0,27,5,89,20523
177,1.0,5,5,187,20524
107,1.0,6,12,125,20525
105,-1.0,104,23,232,20526
25,1.0,25,137,187,20527
28,1.0,17,95,140,20528
10,-1.0,45,123,178,20529
79,-1.0,39,7,125,20530
286,-1.0,14,119,419,20531
252,-1.0,4,27,283,20532
100,1.0,65,41,206,20533
149,1.0,11,8,168,20534
44,-1.0,4,50,98,20535
6,1.0,45,10,61,20536
121,1.0,0,40,161,20537
632,1.0,68,0,700,20538
39,-1.0,152,98,289,20539
116,-1.0,70,116,302,20540
72,-1.0,0,135,207,20541
147,-1.0,0,84,231,20542
149,-1.0,99,0,248,20543
76,-1.0,56,46,178,20544
30,-1.0,40,83,153,20545
44,1.0,60,28,132,20546
46,1.0,143,4,193,20547
111,1.0,5,36,152,20548
28,-1.0,80,11,119,20549
25,-1.0,6,73,104,20550
21,1.0,56,47,124,20551
150,1.0,9,35,194,20552
24,1.0,26,73,123,20553
1,1.0,68,23,92,20554
107,-1.0,39,11,157,20555
99,-1.0,45,32,176,20556
82,1.0,33,8,123,20557
32,1.0,11,70,113,20558
32,-1.0,21,39,92,20559
63,1.0,6,15,84,20560
23,1.0,15,34,72,20561
9,-1.0,7,20,36,20562
37,-1.0,26,22,85,20563
158,1.0,13,60,231,20564
88,1.0,20,0,108,20565
32,-1.0,33,27,92,20566
37,-1.0,33,59,129,20567
64,1.0,20,2,86,20568
45,1.0,6,22,73,20569
95,-1.0,3,0,98,20570
84,1.0,3,4,91,20571
42,1.0,43,9,94,20572
20,1.0,40,0,60,20573
36,-1.0,5,66,107,20574
16,1.0,0,47,63,20575
183,1.0,0,0,183,20576
119,1.0,13,20,152,20577
58,1.0,35,22,115,20578
140,1.0,16,0,156,20579
69,-1.0,53,0,122,20580
170,1.0,0,0,170,20581
14,-1.0,32,44,90,20582
59,1.0,26,0,85,20583
208,1.0,0,0,208,20584
5,1.0,60,47,112,20585
39,1.0,31,24,94,20586
203,-1.0,2,7,212,20587
18,1.0,136,15,169,20588
225,1.0,45,71,341,20589
61,-1.0,24,59,144,20590
33,1.0,14,83,130,20591
105,1.0,0,27,132,20592
63,-1.0,69,45,177,20593
20,-1.0,69,57,146,20594
131,1.0,34,0,165,20595
31,1.0,41,102,174,20596
35,1.0,1,27,63,20597
123,1.0,6,0,129,20598
285,-1.0,17,2,304,20599
122,1.0,0,0,122,20600
25,-1.0,39,28,92,20601
29,1.0,23,4,56,20602
65,1.0,37,1,103,20603
24,1.0,25,0,49,20604
38,-1.0,1,46,85,20605
1,1.0,52,129,182,20606
126,-1.0,0,14,140,20607
22,-1.0,22,7,51,20608
16,1.0,30,30,76,20609
13,-1.0,5,58,76,20610
324,-1.0,51,0,375,20611
207,1.0,45,70,322,20612
245,1.0,0,75,320,20613
41,1.0,88,50,179,20614
21,-1.0,62,15,98,20615
92,1.0,0,62,154,20616
90,-1.0,66,23,179,20617
177,1.0,8,4,189,20618
184,1.0,3,3,190,20619
69,1.0,85,65,219,20620
8,1.0,46,73,127,20621
141,1.0,7,7,155,20622
108,1.0,32,4,144,20623
9,-1.0,109,5,123,20624
170,-1.0,15,0,185,20625
100,1.0,4,204,308,20626
14,-1.0,16,107,137,20627
41,1.0,57,10,108,20628
192,-1.0,0,22,214,20629
28,-1.0,22,77,127,20630
5,-1.0,10,100,115,20631
56,-1.0,52,13,121,20632
134,-1.0,0,17,151,20633
110,1.0,34,91,235,20634
21,1.0,71,11,103,20635
118,-1.0,21,4,143,20636
3,1.0,46,51,100,20637
194,-1.0,22,3,219,20638
129,1.0,0,1,130,20639
200,1.0,77,5,282,20640
30,1.0,52,31,113,20641
13,-1.0,44,57,114,20642
92,1.0,3,35,130,20643
41,1.0,99,6,146,20644
99,1.0,46,5,150,20645
56,1.0,14,21,91,20646
106,-1.0,0,82,188,20647
40,-1.0,2,51,93,20648
41,1.0,40,7,88,20649
17,1.0,54,4,75,20650
93,1.0,0,32,125,20651
60,-1.0,31,14,105,20652
39,1.0,19,47,105,20653
13,-1.0,38,26,77,20654
63,-1.0,0,90,153,20655
14,1.0,49,54,117,20656
1,1.0,60,9,70,20657
204,-1.0,1,0,205,20658
203,-1.0,0,79,282,20659
65,-1.0,107,7,179,20660
37,-1.0,60,94,191,20661
99,1.0,96,0,195,20662
86,-1.0,78,26,190,20663
66,-1.0,37,34,137,20664
49,1.0,21,5,75,20665
162,-1.0,6,86,254,20666
20,1.0,49,16,85,20667
152,1.0,115,18,285,20668
35,1.0,29,65,129,20669
99,-1.0,30,3,132,20670
123,1.0,0,0,123,20671
111,1.0,86,0,197,20672
14,-1.0,87,0,101,20673
54,1.0,7,55,116,20674
133,1.0,9,6,148,20675
202,1.0,9,5,216,20676
17,1.0,9,112,138,20677
254,-1.0,0,52,306,20678
3,-1.0,60,71,134,20679
67,-1.0,0,12,79,20680
31,-1.0,34,8,73,20681
82,1.0,22,25,129,20682
30,1.0,53,2,85,20683
153,1.0,159,0,312,20684
57,-1.0,15,125,197,20685
85,1.0,13,12,110,20686
113,1.0,49,0,162,20687
6,1.0,7,84,97,20688
182,-1.0,16,7,205,20689
75,1.0,35,0,110,20690
31,-1.0,29,27,87,20691
80,-1.0,43,23,146,20692
54,-1.0,56,39,149,20693
173,1.0,118,166,457,20694
469,-1.0,38,44,551,20695
87,1.0,68,134,289,20696
124,1.0,78,108,310,20697
123,-1.0,90,1,214,20698
144,-1.0,56,18,218,20699
107,1.0,45,2,154,20700
173,-1.0,38,54,265,20701
25,-1.0,75,100,200,20702
146,-1.0,30,0,176,20703
266,-1.0,56,0,322,20704
245,1.0,55,3,303,20705
212,-1.0,18,0,230,20706
201,-1.0,21,5,227,20707
37,-1.0,93,53,183,20708
72,1.0,102,8,182,20709
113,1.0,202,45,360,20710
128,1.0,32,3,163,20711
56,-1.0,13,65,134,20712
14,1.0,35,30,79,20713
131,-1.0,35,22,188,20714
136,1.0,14,1,151,20715
172,1.0,17,40,229,20716
2,-1.0,104,54,160,20717
60,-1.0,10,68,138,20718
19,-1.0,88,0,107,20719
1,-1.0,3,81,85,20720
25,-1.0,78,9,112,20721
24,1.0,66,0,90,20722
83,-1.0,43,21,147,20723
12,-1.0,59,27,98,20724
54,-1.0,68,3,125,20725
38,-1.0,62,3,103,20726
8,-1.0,84,18,110,20727
13,1.0,48,19,80,20728
48,-1.0,25,26,99,20729
125,-1.0,5,19,149,20730
59,1.0,72,14,145,20731
37,-1.0,44,15,96,20732
116,-1.0,5,0,121,20733
59,1.0,75,58,192,20734
48,1.0,4,62,114,20735
126,1.0,73,6,205,20736
124,1.0,59,8,191,20737
81,1.0,13,89,183,20738
27,1.0,34,56,117,20739
15,1.0,16,112,143,20740
53,1.0,0,60,113,20741
18,1.0,0,82,100,20742
64,1.0,4,33,101,20743
92,1.0,42,0,134,20744
56,-1.0,47,66,169,20745
182,1.0,0,7,189,20746
361,-1.0,4,27,392,20747
48,-1.0,28,68,144,20748
77,-1.0,86,4,167,20749
45,-1.0,58,16,119,20750
23,-1.0,62,1,86,20751
67,1.0,106,4,177,20752
132,-1.0,0,29,161,20753
83,1.0,5,16,104,20754
