date,close,high,low,open,time,ema,day,position,ema_sma_50,or_date
2025-03-17,22510.5,22520.05,22509.8,22516.9,15:10:00,22504.05668434833,0,72,22490.270942905114,2025-03-17
2025-03-17,22510.05,22515.15,22508.3,22510.65,15:15:00,22504.627476315152,0,73,22490.581519771295,2025-03-17
2025-03-17,22513.0,22513.0,22506.25,22510.15,15:20:00,22505.42485952323,0,74,22490.930041697837,2025-03-17
2025-03-17,22515.25,22520.5,22509.55,22513.1,15:25:00,22506.36058718769,0,75,22491.31089486947,2025-03-17
2025-03-18,22611.5,22655.3,22601.05,22649.65,09:15:00,22529.80651241441,1,1,22492.157081647743,2025-03-18
2025-03-18,22653.15,22653.55,22605.3,22610.45,09:20:00,22541.553511232087,1,2,22493.21848873285,2025-03-18
2025-03-18,22644.25,22671.3,22643.7,22652.1,09:25:00,22551.334129209983,1,3,22494.45547609557,2025-03-18
2025-03-18,22678.7,22688.45,22639.2,22644.1,09:30:00,22563.464212142368,1,4,22495.87208370946,2025-03-18
2025-03-18,22702.5,22703.0,22675.2,22678.85,09:35:00,22576.705715747856,1,5,22497.505776312497,2025-03-18
2025-03-18,22681.35,22703.1,22680.65,22702.7,09:40:00,22586.671838057584,1,6,22499.308450572382,2025-03-18
2025-03-18,22688.55,22696.8,22665.55,22681.15,09:45:00,22596.374520147336,1,7,22501.308203474196,2025-03-18
2025-03-18,22681.05,22702.05,22680.2,22688.65,09:50:00,22604.43885156188,1,8,22503.451408480592,2025-03-18
2025-03-18,22683.4,22688.35,22671.35,22680.4,09:55:00,22611.95896093693,1,9,22505.72554634352,2025-03-18
2025-03-18,22738.15,22740.95,22681.45,22684.2,10:00:00,22623.977155133416,1,10,22508.21290917189,2025-03-18
2025-03-18,22739.5,22751.05,22731.1,22739.3,10:05:00,22634.979330835,1,11,22510.900332683268,2025-03-18
2025-03-18,22745.35,22748.2,22724.9,22740.9,10:10:00,22645.490823136428,1,12,22513.813239669755,2025-03-18
2025-03-18,22747.85,22752.4,22729.4,22746.5,10:15:00,22655.239316171053,1,13,22516.95710789562,2025-03-18
2025-03-18,22738.65,22750.45,22734.25,22748.05,10:20:00,22663.18319082143,1,14,22520.289655338074,2025-03-18
2025-03-18,22763.25,22763.25,22732.35,22738.5,10:25:00,22672.713363124152,1,15,22523.89424588124,2025-03-18
2025-03-18,22761.75,22768.1,22753.45,22764.6,10:30:00,22681.193042826613,1,16,22527.73811351554,2025-03-18
2025-03-18,22762.65,22764.65,22752.55,22762.05,10:35:00,22688.9508482717,1,17,22531.77923185134,2025-03-18
2025-03-18,22773.4,22774.3,22756.5,22762.0,10:40:00,22696.99362462678,1,18,22536.048053202765,2025-03-18
2025-03-18,22759.15,22774.1,22758.1,22773.85,10:45:00,22702.91327942423,1,19,22540.48708204454,2025-03-18
2025-03-18,22760.35,22772.4,22756.45,22758.65,10:50:00,22708.383443288585,1,20,22545.078774806145,2025-03-18
2025-03-18,22750.8,22766.35,22746.55,22760.4,10:55:00,22712.423115356338,1,21,22549.777830161882,2025-03-18
2025-03-18,22753.4,22755.1,22739.65,22751.35,11:00:00,22716.32567579859,1,22,22554.605261198023,2025-03-18
2025-03-18,22754.15,22755.45,22741.05,22753.25,11:05:00,22719.9279923892,1,23,22559.518746421192,2025-03-18
2025-03-18,22757.05,22764.8,22752.45,22753.95,11:10:00,22723.463421685465,1,24,22564.502090194543,2025-03-18
2025-03-18,22749.85,22757.65,22747.25,22757.2,11:15:00,22725.976429144,1,25,22569.517210751386,2025-03-18
2025-03-18,22753.65,22754.3,22741.9,22749.35,11:20:00,22728.61200732076,1,26,22574.54755792186,2025-03-18
2025-03-18,22753.6,22754.6,22742.2,22753.3,11:25:00,22730.99181614735,1,27,22579.599872028477,2025-03-18
2025-03-18,22770.1,22776.95,22753.25,22753.7,11:30:00,22734.71640508569,1,28,22584.710822886853,2025-03-18
2025-03-18,22775.45,22780.55,22766.85,22770.1,11:35:00,22738.595795077534,1,29,22589.872826044426,2025-03-18
2025-03-18,22765.65,22779.45,22764.15,22775.3,11:40:00,22741.17238602253,1,30,22595.08787652032,2025-03-18
2025-03-18,22772.8,22775.15,22759.05,22765.45,11:45:00,22744.18453973467,1,31,22600.352255522324,2025-03-18
2025-03-18,22770.5,22781.1,22768.2,22772.6,11:50:00,22746.69077404565,1,32,22605.60964604795,2025-03-18
2025-03-18,22769.9,22773.35,22761.65,22770.5,11:55:00,22748.90117651749,1,33,22610.87223747589,2025-03-18
2025-03-18,22776.4,22777.0,22768.55,22769.1,12:00:00,22751.52011208726,1,34,22616.112201148797,2025-03-18
2025-03-18,22770.3,22776.75,22760.65,22775.6,12:05:00,22753.308672840853,1,35,22621.328644471894,2025-03-18
2025-03-18,22769.65,22774.1,22764.05,22769.8,12:10:00,22754.86498971315,1,36,22626.512188430894,2025-03-18
2025-03-18,22759.5,22770.4,22756.75,22769.85,12:15:00,22755.30641926428,1,37,22631.676823441416,2025-03-18
2025-03-18,22756.95,22764.9,22752.95,22759.65,12:20:00,22755.46295076292,1,38,22636.83292178427,2025-03-18
2025-03-18,22730.8,22760.45,22729.15,22757.75,12:25:00,22753.114098309303,1,39,22641.91405838018,2025-03-18
2025-03-18,22726.55,22745.05,22711.15,22731.15,12:30:00,22750.58418418461,1,40,22646.93775339553,2025-03-18
2025-03-18,22719.15,22734.3,22707.95,22726.45,12:35:00,22747.59045235751,1,41,22651.920334599898,2025-03-18
2025-03-18,22703.9,22725.1,22702.7,22716.35,12:40:00,22743.42945689489,1,42,22656.816574737182,2025-03-18
2025-03-18,22699.25,22714.6,22697.75,22704.95,12:45:00,22739.221889571567,1,43,22661.596315813767,2025-03-18
2025-03-18,22730.2,22730.75,22699.4,22700.75,12:50:00,22738.362661993324,1,44,22666.33836726402,2025-03-18
2025-03-18,22736.3,22736.3,22725.15,22732.5,12:55:00,22738.16621799396,1,45,22671.061747147574,2025-03-18
2025-03-18,22749.2,22752.65,22737.1,22738.35,13:00:00,22739.217054375487,1,46,22675.77851942317,2025-03-18
2025-03-18,22754.15,22757.75,22745.15,22750.4,13:05:00,22740.63923967306,1,47,22680.510170529666,2025-03-18
2025-03-18,22761.2,22762.85,22751.0,22755.3,13:10:00,22742.597407323243,1,48,22685.269569149827,2025-03-18
2025-03-18,22782.0,22783.25,22758.6,22762.4,13:15:00,22746.35003519722,1,49,22690.088072663308,2025-03-18
2025-03-18,22778.2,22784.1,22775.65,22783.35,13:20:00,22749.38336517844,1,50,22694.94852822312,2025-03-18
2025-03-18,22771.1,22779.45,22765.6,22779.45,13:25:00,22751.451616113824,1,51,22699.38143029711,2025-03-18
2025-03-18,22769.7,22780.45,22768.25,22772.75,13:30:00,22753.189557436315,1,52,22703.614151221198,2025-03-18
2025-03-18,22782.2,22785.35,22767.0,22771.0,13:35:00,22755.952456728097,1,53,22707.706517771556,2025-03-18
2025-03-18,22783.3,22786.8,22780.9,22782.75,13:40:00,22758.55698465876,1,54,22711.608373221887,2025-03-18
2025-03-18,22778.75,22786.8,22774.2,22784.95,13:45:00,22760.480128976968,1,55,22715.28386148647,2025-03-18
2025-03-18,22790.15,22791.25,22776.7,22780.65,13:50:00,22763.305830979163,1,56,22718.816541344902,2025-03-18
2025-03-18,22787.65,22797.3,22786.25,22791.9,13:55:00,22765.62432326686,1,57,22722.20153740729,2025-03-18
2025-03-18,22790.25,22798.3,22787.5,22788.8,14:00:00,22767.969625812875,1,58,22725.47215289231,2025-03-18
