close,ema,high,low,open,position,day,dateni,time_slot,hi_lo_diff
19421.95,19442.502074966345,19433.15,19414.7,19430.95,65,2,2023-11-08,25,18.450000000000728
19427.4,19441.063782112407,19430.0,19418.6,19422.0,66,2,2023-11-08,25,11.400000000001455
19424.4,19439.47675524456,19430.1,19422.5,19427.45,67,2,2023-11-08,25,7.599999999998545
19423.8,19437.98373093556,19430.55,19421.0,19425.25,68,2,2023-11-08,25,9.549999999999272
19431.0,19437.3186137036,19434.2,19422.65,19423.4,69,2,2023-11-08,25,11.549999999999272
19433.35,19436.94065049373,19434.6,19425.95,19430.65,70,2,2023-11-08,50,8.649999999997817
19442.75,19437.493921875284,19449.2,19430.05,19430.05,71,2,2023-11-08,25,19.150000000001455
19439.45,19437.68021503002,19445.75,19437.1,19442.7,72,2,2023-11-08,25,8.650000000001455
19449.3,19438.78686121764,19450.15,19439.8,19440.05,73,2,2023-11-08,25,10.350000000002183
19448.4,19439.70239824453,19450.65,19444.85,19449.65,74,2,2023-11-08,15,5.80000000000291
19440.75,19439.80216984029,19449.3,19438.6,19448.65,75,2,2023-11-08,15,10.700000000000728
19457.4,19442.73318031903,19457.4,19457.4,19457.4,1,3,2023-11-09,25,0.0
19413.3,19439.930020288644,19457.4,19412.95,19457.4,2,3,2023-11-09,25,44.45000000000073
19427.45,19438.741446927823,19428.7,19409.85,19413.3,3,3,2023-11-09,25,18.850000000002183
19440.85,19438.942261506127,19440.85,19422.2,19427.75,4,3,2023-11-09,25,18.649999999997817
19420.3,19437.16680802936,19444.85,19417.7,19441.05,5,3,2023-11-09,25,27.149999999997817
19426.7,19436.169969169416,19428.95,19420.25,19420.3,6,3,2023-11-09,25,8.700000000000728
19427.45,19435.339495915185,19427.75,19417.45,19426.15,7,3,2023-11-09,25,10.299999999999272
19423.2,19434.18335344707,19432.4,19421.65,19427.8,8,3,2023-11-09,25,10.75
19436.0,19434.356367404493,19437.25,19403.65,19423.2,9,3,2023-11-09,25,33.599999999998545
19437.5,19434.655760985017,19442.85,19431.5,19435.9,10,3,2023-11-09,25,11.349999999998545
19448.95,19436.017117081683,19449.25,19436.3,19437.9,11,3,2023-11-09,25,12.950000000000728
19445.85,19436.95358212152,19452.2,19439.85,19449.25,12,3,2023-11-09,25,12.350000000002183
