,sz,bd,sn,uw,lw,id
19763,29.0,1.0,-1.0,12.0,16.0,29763
19764,42.0,36.0,-1.0,6.0,0.0,29764
19765,48.0,48.0,-1.0,0.0,0.0,29765
19766,39.0,6.0,-1.0,6.0,27.0,29766
19767,40.0,18.0,-1.0,22.0,0.0,29767
19768,26.0,10.0,1.0,9.0,7.0,29768
19769,37.0,27.0,-1.0,3.0,6.0,29769
19770,26.0,8.0,1.0,8.0,10.0,29770
19771,60.0,47.0,-1.0,9.0,4.0,29771
19772,27.0,9.0,1.0,3.0,14.0,29772
19773,59.0,5.0,1.0,17.0,37.0,29773
19774,34.0,16.0,1.0,10.0,8.0,29774
19775,69.0,65.0,-1.0,5.0,0.0,29775
19776,56.0,23.0,1.0,2.0,31.0,29776
19777,19.0,4.0,1.0,10.0,5.0,29777
19778,50.0,36.0,-1.0,13.0,1.0,29778
19779,22.0,10.0,-1.0,11.0,1.0,29779
19780,26.0,9.0,1.0,14.0,3.0,29780
19781,28.0,24.0,1.0,4.0,1.0,29781
19782,27.0,10.0,1.0,13.0,3.0,29782
19783,26.0,15.0,-1.0,8.0,4.0,29783
19784,20.0,0.0,0.0,10.0,11.0,29784
19785,29.0,15.0,1.0,0.0,15.0,29785
19786,24.0,23.0,1.0,1.0,1.0,29786
19787,32.0,16.0,1.0,8.0,8.0,29787
19788,31.0,17.0,1.0,15.0,0.0,29788
19789,96.0,85.0,-1.0,2.0,9.0,29789
19790,25.0,10.0,-1.0,8.0,7.0,29790
19791,33.0,13.0,-1.0,16.0,4.0,29791
19792,53.0,48.0,-1.0,2.0,4.0,29792
19793,28.0,15.0,1.0,1.0,11.0,29793
19794,15.0,2.0,-1.0,8.0,6.0,29794
19795,55.0,32.0,1.0,16.0,7.0,29795
19796,49.0,8.0,1.0,18.0,23.0,29796
19797,38.0,3.0,1.0,13.0,21.0,29797
19798,30.0,9.0,-1.0,8.0,13.0,29798
19799,24.0,1.0,1.0,7.0,16.0,29799
19800,37.0,35.0,-1.0,0.0,1.0,29800
19801,20.0,2.0,1.0,11.0,8.0,29801
19802,24.0,4.0,-1.0,4.0,17.0,29802
19803,28.0,22.0,-1.0,5.0,1.0,29803
19804,15.0,2.0,1.0,5.0,7.0,29804
19805,35.0,24.0,-1.0,9.0,2.0,29805
19806,26.0,13.0,-1.0,6.0,7.0,29806
19807,26.0,5.0,-1.0,7.0,14.0,29807
19808,20.0,1.0,1.0,16.0,4.0,29808
19809,26.0,4.0,1.0,15.0,7.0,29809
19810,44.0,34.0,1.0,9.0,0.0,29810
19811,24.0,11.0,1.0,2.0,10.0,29811
19812,25.0,11.0,-1.0,3.0,11.0,29812
19813,19.0,7.0,-1.0,4.0,8.0,29813
19814,36.0,12.0,1.0,11.0,13.0,29814
19815,34.0,4.0,-1.0,6.0,25.0,29815
19816,45.0,24.0,-1.0,18.0,2.0,29816
19817,36.0,2.0,1.0,7.0,26.0,29817
19818,24.0,8.0,-1.0,4.0,11.0,29818
19819,27.0,22.0,-1.0,3.0,2.0,29819
19820,61.0,59.0,-1.0,1.0,1.0,29820
19821,26.0,7.0,-1.0,15.0,4.0,29821
19822,25.0,15.0,-1.0,5.0,5.0,29822
19823,20.0,2.0,-1.0,6.0,12.0,29823
19824,40.0,27.0,-1.0,4.0,8.0,29824
19825,19.0,7.0,1.0,8.0,3.0,29825
19826,31.0,25.0,1.0,6.0,1.0,29826
19827,35.0,31.0,1.0,1.0,4.0,29827
19828,32.0,4.0,-1.0,16.0,13.0,29828
19829,34.0,30.0,1.0,0.0,4.0,29829
19830,57.0,51.0,1.0,6.0,0.0,29830
19831,31.0,9.0,-1.0,0.0,23.0,29831
19832,50.0,18.0,1.0,11.0,21.0,29832
19833,39.0,30.0,-1.0,7.0,1.0,29833
19834,27.0,6.0,-1.0,7.0,14.0,29834
19835,21.0,3.0,1.0,9.0,9.0,29835
19836,42.0,32.0,1.0,10.0,0.0,29836
19837,27.0,2.0,1.0,14.0,11.0,29837
19838,29.0,14.0,-1.0,4.0,10.0,29838
19839,25.0,19.0,1.0,2.0,5.0,29839
19840,22.0,9.0,1.0,13.0,0.0,29840
19841,46.0,27.0,-1.0,1.0,18.0,29841
19842,26.0,10.0,-1.0,0.0,16.0,29842
19843,26.0,24.0,1.0,0.0,1.0,29843
19844,54.0,17.0,-1.0,29.0,8.0,29844
19845,39.0,33.0,1.0,4.0,2.0,29845
19846,21.0,2.0,-1.0,11.0,8.0,29846
19847,28.0,0.0,1.0,11.0,17.0,29847
19848,39.0,28.0,-1.0,10.0,2.0,29848
19849,39.0,31.0,1.0,6.0,3.0,29849
19850,26.0,2.0,-1.0,14.0,10.0,29850
19851,40.0,6.0,1.0,4.0,30.0,29851
19852,56.0,52.0,-1.0,1.0,3.0,29852
19853,24.0,8.0,1.0,10.0,7.0,29853
19854,26.0,12.0,1.0,13.0,1.0,29854
19855,36.0,28.0,-1.0,5.0,3.0,29855
19856,42.0,19.0,1.0,2.0,21.0,29856
19857,24.0,15.0,1.0,7.0,1.0,29857
19858,21.0,10.0,1.0,6.0,4.0,29858
19859,22.0,7.0,-1.0,15.0,0.0,29859
19860,21.0,0.0,1.0,15.0,5.0,29860
19861,39.0,22.0,-1.0,1.0,15.0,29861
19862,41.0,29.0,1.0,5.0,7.0,29862
19863,39.0,25.0,1.0,7.0,8.0,29863
19864,17.0,0.0,1.0,6.0,11.0,29864
19865,25.0,10.0,1.0,4.0,11.0,29865
19866,66.0,4.0,-1.0,8.0,54.0,29866
19867,34.0,15.0,1.0,7.0,12.0,29867
19868,32.0,16.0,-1.0,4.0,12.0,29868
19869,24.0,8.0,-1.0,6.0,11.0,29869
19870,20.0,7.0,-1.0,5.0,8.0,29870
19871,25.0,9.0,1.0,6.0,10.0,29871
19872,32.0,17.0,1.0,10.0,6.0,29872
19873,33.0,14.0,1.0,10.0,9.0,29873
19874,42.0,12.0,1.0,7.0,23.0,29874
19875,50.0,49.0,1.0,0.0,0.0,29875
19876,32.0,1.0,1.0,29.0,1.0,29876
19877,15.0,6.0,-1.0,2.0,6.0,29877
19878,20.0,15.0,1.0,6.0,0.0,29878
19879,23.0,12.0,1.0,8.0,3.0,29879
19880,14.0,2.0,-1.0,3.0,10.0,29880
19881,24.0,13.0,-1.0,2.0,10.0,29881
19882,33.0,22.0,-1.0,8.0,3.0,29882
19883,33.0,12.0,1.0,4.0,17.0,29883
19884,39.0,34.0,1.0,3.0,2.0,29884
19885,45.0,22.0,-1.0,0.0,23.0,29885
19886,36.0,32.0,-1.0,2.0,1.0,29886
19887,24.0,3.0,-1.0,9.0,13.0,29887
19888,18.0,5.0,1.0,6.0,6.0,29888
19889,23.0,14.0,1.0,3.0,6.0,29889
19890,21.0,15.0,1.0,6.0,1.0,29890
19891,20.0,6.0,-1.0,5.0,10.0,29891
19892,18.0,1.0,1.0,12.0,4.0,29892
19893,26.0,2.0,-1.0,5.0,19.0,29893
19894,37.0,20.0,-1.0,6.0,11.0,29894
19895,26.0,13.0,-1.0,12.0,1.0,29895
19896,23.0,7.0,-1.0,0.0,17.0,29896
19897,33.0,19.0,-1.0,2.0,12.0,29897
19898,55.0,54.0,-1.0,0.0,1.0,29898
19899,51.0,35.0,1.0,3.0,13.0,29899
19900,84.0,40.0,1.0,3.0,40.0,29900
19901,29.0,9.0,-1.0,10.0,11.0,29901
19902,20.0,11.0,-1.0,3.0,5.0,29902
19903,26.0,6.0,1.0,10.0,9.0,29903
19904,47.0,34.0,-1.0,6.0,6.0,29904
19905,55.0,40.0,-1.0,9.0,5.0,29905
19906,17.0,0.0,1.0,11.0,5.0,29906
19907,26.0,19.0,1.0,0.0,7.0,29907
19908,19.0,7.0,1.0,0.0,11.0,29908
19909,28.0,14.0,-1.0,5.0,9.0,29909
19910,23.0,13.0,1.0,7.0,3.0,29910
19911,29.0,14.0,-1.0,12.0,2.0,29911
19912,27.0,16.0,1.0,6.0,4.0,29912
19913,20.0,8.0,1.0,6.0,5.0,29913
19914,38.0,18.0,-1.0,13.0,7.0,29914
19915,33.0,24.0,-1.0,5.0,4.0,29915
19916,20.0,2.0,1.0,9.0,10.0,29916
19917,19.0,3.0,1.0,15.0,0.0,29917
19918,34.0,26.0,-1.0,2.0,6.0,29918
19919,18.0,7.0,1.0,4.0,8.0,29919
19920,24.0,7.0,1.0,4.0,12.0,29920
19921,33.0,17.0,1.0,1.0,16.0,29921
19922,58.0,36.0,-1.0,4.0,18.0,29922
19923,37.0,17.0,1.0,14.0,7.0,29923
19924,51.0,39.0,1.0,2.0,10.0,29924
19925,28.0,24.0,1.0,3.0,2.0,29925
19926,36.0,12.0,1.0,9.0,15.0,29926
19927,35.0,25.0,1.0,11.0,0.0,29927
19928,34.0,21.0,-1.0,5.0,8.0,29928
19929,27.0,4.0,-1.0,0.0,23.0,29929
19930,16.0,1.0,-1.0,15.0,0.0,29930
19931,22.0,8.0,-1.0,5.0,10.0,29931
19932,16.0,4.0,-1.0,10.0,3.0,29932
19933,27.0,12.0,1.0,5.0,10.0,29933
19934,20.0,13.0,1.0,5.0,1.0,29934
19935,29.0,13.0,-1.0,7.0,9.0,29935
19936,31.0,16.0,1.0,0.0,15.0,29936
19937,24.0,12.0,1.0,5.0,7.0,29937
19938,28.0,20.0,-1.0,2.0,7.0,29938
19939,24.0,16.0,1.0,3.0,4.0,29939
19940,39.0,24.0,-1.0,1.0,15.0,29940
19941,32.0,12.0,1.0,12.0,7.0,29941
19942,33.0,0.0,1.0,14.0,19.0,29942
19943,16.0,0.0,-1.0,4.0,12.0,29943
19944,18.0,0.0,-1.0,17.0,0.0,29944
19945,21.0,14.0,-1.0,6.0,0.0,29945
19946,17.0,5.0,1.0,5.0,6.0,29946
19947,15.0,3.0,1.0,10.0,1.0,29947
19948,23.0,2.0,-1.0,13.0,7.0,29948
19949,24.0,5.0,-1.0,8.0,12.0,29949
19950,27.0,12.0,1.0,14.0,0.0,29950
19951,49.0,44.0,-1.0,0.0,5.0,29951
19952,33.0,9.0,-1.0,10.0,14.0,29952
19953,23.0,8.0,-1.0,4.0,11.0,29953
19954,39.0,6.0,-1.0,18.0,15.0,29954
19955,20.0,5.0,-1.0,7.0,7.0,29955
19956,47.0,17.0,1.0,11.0,19.0,29956
19957,69.0,54.0,-1.0,13.0,2.0,29957
19958,41.0,40.0,-1.0,0.0,1.0,29958
19959,34.0,5.0,1.0,4.0,25.0,29959
19960,22.0,9.0,-1.0,8.0,4.0,29960
19961,53.0,49.0,1.0,2.0,2.0,29961
19962,22.0,10.0,-1.0,8.0,3.0,29962
19963,26.0,5.0,1.0,20.0,2.0,29963
19964,27.0,14.0,1.0,0.0,13.0,29964
19965,27.0,15.0,-1.0,2.0,10.0,29965
19966,21.0,15.0,1.0,0.0,5.0,29966
19967,22.0,7.0,1.0,4.0,11.0,29967
19968,24.0,6.0,1.0,3.0,16.0,29968
19969,20.0,4.0,-1.0,3.0,14.0,29969
19970,18.0,5.0,1.0,2.0,10.0,29970
19971,22.0,6.0,1.0,12.0,5.0,29971
19972,32.0,9.0,1.0,4.0,20.0,29972
19973,79.0,75.0,-1.0,0.0,3.0,29973
19974,38.0,30.0,1.0,6.0,1.0,29974
19975,32.0,11.0,1.0,3.0,18.0,29975
19976,23.0,2.0,-1.0,12.0,8.0,29976
19977,31.0,15.0,-1.0,12.0,3.0,29977
19978,36.0,22.0,1.0,13.0,1.0,29978
19979,81.0,70.0,-1.0,4.0,6.0,29979
19980,17.0,1.0,-1.0,10.0,5.0,29980
19981,22.0,7.0,1.0,7.0,9.0,29981
19982,32.0,24.0,-1.0,2.0,7.0,29982
19983,73.0,17.0,1.0,16.0,41.0,29983
19984,44.0,26.0,1.0,14.0,5.0,29984
19985,25.0,4.0,-1.0,19.0,2.0,29985
19986,19.0,4.0,-1.0,14.0,1.0,29986
19987,50.0,45.0,1.0,2.0,3.0,29987
19988,59.0,57.0,1.0,2.0,0.0,29988
19989,40.0,20.0,-1.0,19.0,0.0,29989
19990,26.0,8.0,-1.0,12.0,6.0,29990
19991,21.0,10.0,1.0,0.0,12.0,29991
19992,21.0,13.0,-1.0,4.0,3.0,29992
19993,10.0,0.0,0.0,4.0,6.0,29993
19994,35.0,19.0,-1.0,15.0,0.0,29994
19995,40.0,37.0,-1.0,0.0,3.0,29995
19996,40.0,19.0,1.0,5.0,17.0,29996
19997,17.0,6.0,-1.0,12.0,0.0,29997
19998,35.0,8.0,1.0,13.0,13.0,29998
19999,22.0,0.0,1.0,7.0,15.0,29999
20000,17.0,1.0,-1.0,3.0,14.0,30000
20001,31.0,7.0,1.0,10.0,14.0,30001
20002,26.0,4.0,1.0,2.0,20.0,30002
20003,22.0,2.0,1.0,18.0,2.0,30003
20004,29.0,25.0,-1.0,0.0,5.0,30004
20005,48.0,6.0,1.0,7.0,36.0,30005
20006,26.0,5.0,1.0,8.0,13.0,30006
20007,25.0,10.0,-1.0,7.0,7.0,30007
20008,29.0,19.0,1.0,1.0,9.0,30008
20009,33.0,24.0,1.0,8.0,0.0,30009
20010,26.0,15.0,-1.0,5.0,6.0,30010
20011,13.0,2.0,-1.0,1.0,11.0,30011
20012,32.0,19.0,1.0,13.0,0.0,30012
20013,21.0,16.0,-1.0,0.0,4.0,30013
20014,36.0,32.0,-1.0,2.0,2.0,30014
20015,18.0,6.0,1.0,6.0,5.0,30015
20016,20.0,0.0,1.0,14.0,5.0,30016
20017,21.0,6.0,1.0,1.0,15.0,30017
20018,18.0,8.0,1.0,9.0,2.0,30018
20019,18.0,2.0,-1.0,13.0,4.0,30019
20020,23.0,1.0,1.0,1.0,21.0,30020
20021,38.0,3.0,1.0,8.0,28.0,30021
20022,26.0,1.0,1.0,16.0,9.0,30022
20023,48.0,43.0,-1.0,3.0,2.0,30023
20024,15.0,1.0,-1.0,8.0,7.0,30024
20025,16.0,2.0,1.0,10.0,3.0,30025
20026,15.0,2.0,1.0,12.0,1.0,30026
20027,16.0,3.0,-1.0,13.0,1.0,30027
20028,20.0,3.0,1.0,4.0,13.0,30028
20029,20.0,15.0,-1.0,5.0,1.0,30029
20030,27.0,12.0,1.0,15.0,0.0,30030
20031,79.0,64.0,-1.0,4.0,11.0,30031
20032,40.0,12.0,-1.0,26.0,2.0,30032
20033,29.0,11.0,-1.0,4.0,15.0,30033
20034,16.0,0.0,-1.0,11.0,5.0,30034
20035,14.0,0.0,1.0,5.0,9.0,30035
20036,37.0,35.0,-1.0,2.0,1.0,30036
20037,19.0,12.0,1.0,5.0,3.0,30037
20038,21.0,1.0,1.0,15.0,4.0,30038
20039,24.0,11.0,-1.0,12.0,0.0,30039
20040,25.0,12.0,1.0,4.0,9.0,30040
20041,29.0,14.0,-1.0,11.0,4.0,30041
20042,38.0,36.0,1.0,0.0,1.0,30042
20043,30.0,9.0,1.0,20.0,1.0,30043
20044,19.0,0.0,-1.0,4.0,15.0,30044
20045,23.0,1.0,1.0,2.0,21.0,30045
20046,88.0,27.0,-1.0,30.0,30.0,30046
20047,32.0,7.0,-1.0,12.0,13.0,30047
20048,30.0,10.0,1.0,3.0,17.0,30048
20049,16.0,0.0,1.0,1.0,16.0,30049
20050,18.0,3.0,1.0,4.0,10.0,30050
20051,21.0,4.0,1.0,10.0,7.0,30051
20052,38.0,0.0,1.0,19.0,19.0,30052
20053,37.0,26.0,-1.0,8.0,3.0,30053
20054,31.0,13.0,1.0,3.0,15.0,30054
20055,25.0,2.0,-1.0,21.0,3.0,30055
20056,24.0,7.0,-1.0,17.0,1.0,30056
20057,25.0,13.0,-1.0,8.0,4.0,30057
20058,22.0,10.0,1.0,3.0,10.0,30058
20059,20.0,5.0,1.0,0.0,14.0,30059
20060,25.0,9.0,-1.0,14.0,1.0,30060
20061,25.0,16.0,-1.0,6.0,3.0,30061
20062,31.0,27.0,-1.0,3.0,1.0,30062
20063,34.0,24.0,-1.0,0.0,10.0,30063
20064,30.0,15.0,-1.0,11.0,4.0,30064
20065,34.0,14.0,-1.0,1.0,19.0,30065
20066,36.0,20.0,-1.0,8.0,8.0,30066
20067,33.0,26.0,-1.0,8.0,0.0,30067
20068,33.0,32.0,1.0,0.0,0.0,30068
20069,38.0,13.0,1.0,25.0,0.0,30069
20070,28.0,15.0,1.0,8.0,5.0,30070
20071,46.0,26.0,-1.0,3.0,18.0,30071
20072,38.0,21.0,1.0,6.0,10.0,30072
20073,63.0,52.0,-1.0,2.0,10.0,30073
20074,25.0,12.0,-1.0,3.0,10.0,30074
20075,28.0,4.0,-1.0,19.0,4.0,30075
20076,91.0,47.0,1.0,9.0,35.0,30076
20077,42.0,10.0,1.0,15.0,16.0,30077
20078,47.0,30.0,-1.0,2.0,16.0,30078
20079,29.0,15.0,1.0,9.0,5.0,30079
20080,32.0,11.0,-1.0,13.0,8.0,30080
20081,26.0,14.0,1.0,1.0,10.0,30081
20082,30.0,13.0,-1.0,1.0,15.0,30082
20083,38.0,24.0,-1.0,13.0,1.0,30083
20084,43.0,22.0,-1.0,10.0,11.0,30084
20085,22.0,2.0,1.0,5.0,16.0,30085
20086,51.0,32.0,1.0,14.0,5.0,30086
20087,38.0,29.0,-1.0,6.0,4.0,30087
20088,40.0,27.0,-1.0,0.0,12.0,30088
20089,24.0,8.0,-1.0,16.0,0.0,30089
20090,35.0,13.0,1.0,22.0,0.0,30090
20091,32.0,8.0,-1.0,17.0,7.0,30091
20092,30.0,12.0,-1.0,17.0,0.0,30092
20093,22.0,11.0,-1.0,4.0,8.0,30093
20094,18.0,2.0,-1.0,4.0,13.0,30094
20095,96.0,24.0,-1.0,25.0,47.0,30095
20096,58.0,24.0,-1.0,27.0,7.0,30096
20097,65.0,50.0,-1.0,11.0,3.0,30097
20098,42.0,8.0,1.0,11.0,23.0,30098
20099,130.0,98.0,1.0,32.0,0.0,30099
20100,54.0,28.0,1.0,7.0,19.0,30100
20101,70.0,42.0,-1.0,20.0,8.0,30101
20102,42.0,17.0,1.0,0.0,25.0,30102
20103,42.0,25.0,-1.0,10.0,7.0,30103
20104,41.0,33.0,-1.0,3.0,5.0,30104
20105,51.0,6.0,-1.0,23.0,22.0,30105
20106,28.0,12.0,-1.0,15.0,1.0,30106
20107,36.0,23.0,1.0,7.0,5.0,30107
20108,28.0,14.0,-1.0,11.0,3.0,30108
20109,28.0,18.0,1.0,9.0,1.0,30109
20110,23.0,2.0,-1.0,6.0,15.0,30110
20111,27.0,4.0,-1.0,17.0,6.0,30111
20112,44.0,25.0,-1.0,0.0,19.0,30112
20113,27.0,9.0,-1.0,10.0,8.0,30113
20114,20.0,7.0,1.0,2.0,10.0,30114
20115,28.0,12.0,-1.0,7.0,8.0,30115
20116,14.0,3.0,1.0,0.0,12.0,30116
20117,29.0,20.0,-1.0,6.0,3.0,30117
20118,43.0,31.0,1.0,5.0,7.0,30118
20119,33.0,6.0,-1.0,25.0,2.0,30119
20120,22.0,1.0,1.0,17.0,4.0,30120
20121,24.0,3.0,-1.0,5.0,17.0,30121
20122,57.0,54.0,1.0,1.0,2.0,30122
20123,49.0,44.0,-1.0,4.0,1.0,30123
20124,31.0,19.0,1.0,7.0,6.0,30124
20125,23.0,13.0,1.0,2.0,7.0,30125
20126,31.0,2.0,-1.0,9.0,20.0,30126
20127,25.0,13.0,1.0,3.0,10.0,30127
20128,50.0,11.0,-1.0,37.0,2.0,30128
20129,29.0,2.0,-1.0,11.0,15.0,30129
20130,22.0,7.0,1.0,6.0,10.0,30130
20131,28.0,0.0,-1.0,12.0,16.0,30131
20132,53.0,34.0,1.0,12.0,8.0,30132
20133,31.0,18.0,1.0,1.0,12.0,30133
20134,26.0,12.0,1.0,3.0,10.0,30134
20135,38.0,31.0,1.0,0.0,7.0,30135
20136,23.0,7.0,1.0,7.0,9.0,30136
20137,113.0,93.0,-1.0,5.0,15.0,30137
20138,29.0,3.0,-1.0,24.0,2.0,30138
20139,32.0,18.0,-1.0,4.0,9.0,30139
20140,52.0,48.0,1.0,3.0,0.0,30140
20141,24.0,17.0,1.0,0.0,7.0,30141
20142,64.0,26.0,-1.0,11.0,27.0,30142
20143,58.0,40.0,-1.0,15.0,3.0,30143
20144,45.0,20.0,-1.0,20.0,4.0,30144
20145,37.0,6.0,-1.0,16.0,15.0,30145
20146,47.0,38.0,-1.0,9.0,0.0,30146
20147,38.0,14.0,1.0,13.0,11.0,30147
20148,52.0,42.0,1.0,9.0,0.0,30148
20149,26.0,6.0,-1.0,14.0,6.0,30149
20150,26.0,2.0,-1.0,0.0,24.0,30150
20151,37.0,15.0,1.0,20.0,2.0,30151
20152,34.0,28.0,-1.0,4.0,2.0,30152
20153,27.0,13.0,-1.0,8.0,6.0,30153
20154,49.0,35.0,1.0,1.0,12.0,30154
20155,37.0,5.0,1.0,2.0,29.0,30155
20156,22.0,0.0,0.0,7.0,15.0,30156
20157,21.0,12.0,1.0,0.0,9.0,30157
20158,33.0,18.0,1.0,6.0,10.0,30158
20159,26.0,1.0,-1.0,12.0,14.0,30159
20160,26.0,2.0,-1.0,17.0,6.0,30160
20161,33.0,24.0,-1.0,2.0,7.0,30161
20162,29.0,9.0,1.0,11.0,9.0,30162
20163,18.0,7.0,-1.0,3.0,7.0,30163
20164,20.0,3.0,1.0,3.0,15.0,30164
20165,29.0,9.0,1.0,14.0,6.0,30165
20166,24.0,7.0,-1.0,15.0,2.0,30166
20167,41.0,27.0,1.0,6.0,8.0,30167
20168,29.0,24.0,-1.0,4.0,2.0,30168
20169,22.0,12.0,-1.0,7.0,4.0,30169
20170,31.0,6.0,-1.0,3.0,22.0,30170
20171,20.0,8.0,1.0,10.0,1.0,30171
20172,20.0,7.0,-1.0,7.0,6.0,30172
20173,31.0,12.0,1.0,12.0,6.0,30173
20174,43.0,13.0,1.0,7.0,23.0,30174
20175,51.0,35.0,1.0,5.0,11.0,30175
20176,30.0,24.0,1.0,2.0,4.0,30176
20177,41.0,21.0,1.0,2.0,19.0,30177
20178,35.0,23.0,-1.0,10.0,2.0,30178
20179,42.0,19.0,-1.0,13.0,11.0,30179
20180,44.0,21.0,1.0,4.0,19.0,30180
20181,30.0,10.0,1.0,10.0,10.0,30181
20182,30.0,1.0,1.0,7.0,22.0,30182
20183,40.0,31.0,1.0,5.0,4.0,30183
20184,26.0,17.0,1.0,2.0,8.0,30184
20185,30.0,21.0,1.0,1.0,8.0,30185
20186,24.0,1.0,-1.0,10.0,13.0,30186
20187,21.0,13.0,1.0,2.0,6.0,30187
20188,21.0,6.0,-1.0,11.0,4.0,30188
20189,28.0,11.0,-1.0,16.0,1.0,30189
20190,56.0,48.0,-1.0,1.0,8.0,30190
20191,27.0,8.0,1.0,4.0,16.0,30191
20192,34.0,21.0,-1.0,1.0,12.0,30192
20193,58.0,33.0,-1.0,2.0,23.0,30193
20194,28.0,15.0,-1.0,12.0,1.0,30194
20195,25.0,7.0,1.0,5.0,13.0,30195
20196,30.0,17.0,-1.0,5.0,8.0,30196
20197,24.0,13.0,-1.0,10.0,2.0,30197
20198,21.0,15.0,1.0,2.0,3.0,30198
20199,26.0,16.0,1.0,1.0,10.0,30199
20200,42.0,40.0,1.0,2.0,0.0,30200
20201,23.0,20.0,-1.0,3.0,0.0,30201
20202,29.0,20.0,1.0,2.0,6.0,30202
20203,26.0,12.0,-1.0,14.0,1.0,30203
20204,18.0,13.0,1.0,5.0,1.0,30204
20205,27.0,1.0,1.0,15.0,11.0,30205
20206,32.0,15.0,1.0,15.0,2.0,30206
20207,29.0,18.0,1.0,12.0,0.0,30207
20208,36.0,19.0,1.0,14.0,3.0,30208
20209,43.0,32.0,-1.0,8.0,4.0,30209
20210,60.0,8.0,1.0,2.0,50.0,30210
20211,35.0,30.0,1.0,0.0,5.0,30211
20212,26.0,0.0,1.0,17.0,8.0,30212
20213,24.0,5.0,1.0,12.0,7.0,30213
20214,26.0,8.0,1.0,7.0,12.0,30214
20215,21.0,0.0,-1.0,12.0,9.0,30215
20216,31.0,25.0,-1.0,1.0,6.0,30216
20217,30.0,6.0,-1.0,13.0,11.0,30217
20218,26.0,20.0,1.0,2.0,3.0,30218
20219,30.0,18.0,-1.0,9.0,3.0,30219
20220,47.0,42.0,-1.0,0.0,4.0,30220
20221,26.0,15.0,-1.0,11.0,1.0,30221
20222,22.0,9.0,1.0,2.0,10.0,30222
20223,24.0,9.0,1.0,5.0,9.0,30223
20224,36.0,6.0,1.0,23.0,6.0,30224
20225,91.0,81.0,1.0,0.0,9.0,30225
20226,64.0,27.0,1.0,26.0,10.0,30226
20227,44.0,35.0,1.0,7.0,2.0,30227
20228,42.0,10.0,-1.0,19.0,13.0,30228
20229,43.0,28.0,1.0,11.0,4.0,30229
20230,27.0,14.0,1.0,9.0,5.0,30230
20231,41.0,25.0,-1.0,2.0,14.0,30231
20232,76.0,38.0,1.0,22.0,15.0,30232
20233,44.0,7.0,1.0,36.0,0.0,30233
20234,44.0,7.0,-1.0,19.0,18.0,30234
20235,22.0,14.0,-1.0,5.0,4.0,30235
20236,19.0,8.0,-1.0,2.0,10.0,30236
20237,37.0,3.0,1.0,28.0,6.0,30237
20238,26.0,16.0,1.0,6.0,4.0,30238
20239,51.0,34.0,-1.0,10.0,8.0,30239
20240,37.0,29.0,-1.0,8.0,0.0,30240
20241,33.0,12.0,1.0,5.0,16.0,30241
20242,19.0,2.0,1.0,5.0,12.0,30242
20243,24.0,12.0,1.0,9.0,3.0,30243
20244,30.0,25.0,-1.0,3.0,1.0,30244
20245,19.0,2.0,-1.0,1.0,15.0,30245
20246,29.0,22.0,1.0,0.0,7.0,30246
20247,20.0,2.0,-1.0,3.0,14.0,30247
20248,32.0,27.0,1.0,2.0,3.0,30248
20249,49.0,39.0,1.0,8.0,2.0,30249
20250,36.0,17.0,1.0,9.0,10.0,30250
20251,22.0,3.0,1.0,1.0,19.0,30251
20252,17.0,6.0,1.0,6.0,4.0,30252
20253,28.0,6.0,1.0,5.0,17.0,30253
20254,62.0,49.0,-1.0,12.0,1.0,30254
20255,29.0,5.0,1.0,24.0,0.0,30255
20256,28.0,12.0,1.0,4.0,12.0,30256
20257,20.0,11.0,-1.0,8.0,0.0,30257
20258,27.0,7.0,1.0,7.0,13.0,30258
20259,28.0,13.0,-1.0,10.0,4.0,30259
20260,20.0,13.0,1.0,5.0,3.0,30260
20261,36.0,18.0,-1.0,16.0,2.0,30261
20262,48.0,44.0,-1.0,0.0,4.0,30262
20263,14.0,4.0,-1.0,0.0,11.0,30263
20264,39.0,4.0,1.0,20.0,15.0,30264
20265,21.0,1.0,1.0,6.0,13.0,30265
20266,20.0,16.0,1.0,1.0,4.0,30266
20267,27.0,24.0,-1.0,3.0,0.0,30267
20268,14.0,4.0,1.0,6.0,3.0,30268
20269,14.0,1.0,1.0,12.0,0.0,30269
20270,24.0,15.0,1.0,3.0,5.0,30270
20271,41.0,21.0,1.0,17.0,3.0,30271
20272,40.0,19.0,-1.0,10.0,11.0,30272
20273,21.0,10.0,1.0,4.0,8.0,30273
20274,22.0,0.0,-1.0,10.0,12.0,30274
20275,19.0,0.0,1.0,8.0,11.0,30275
20276,35.0,22.0,1.0,8.0,5.0,30276
20277,16.0,1.0,1.0,10.0,6.0,30277
20278,17.0,7.0,1.0,7.0,2.0,30278
20279,21.0,7.0,1.0,8.0,6.0,30279
20280,30.0,22.0,-1.0,0.0,7.0,30280
20281,89.0,65.0,1.0,4.0,20.0,30281
20282,21.0,9.0,1.0,7.0,6.0,30282
20283,20.0,4.0,-1.0,11.0,5.0,30283
20284,34.0,15.0,-1.0,3.0,16.0,30284
20285,38.0,37.0,-1.0,1.0,0.0,30285
20286,31.0,19.0,1.0,0.0,12.0,30286
20287,18.0,5.0,-1.0,8.0,6.0,30287
20288,16.0,1.0,1.0,2.0,14.0,30288
20289,20.0,4.0,1.0,11.0,6.0,30289
20290,24.0,8.0,1.0,10.0,6.0,30290
